Date,DCS,VC,Desc1,Attr,Size,Item#,Last Sold,OHQty,OHExtP$,SoldQty,SoldExtP$,SoldM%,Str,PercentStockSold
4/24/2013,APPPANW,NIKE,PANT LEGND PLY CPRI,60,S,5840,3/1/2013,2,119.98,0,0,0,NVL,
4/24/2013,APPPANW,NIKE,PANT LEGND PLY CPRI,60,S,5840,3/1/2013,2,119.98,0,0,0,WB,
4/24/2013,APPPANW,NIKE,PANT LEGND PLY CPRI,60,S,5840,3/1/2013,1,59.99,0,0,0,TC2,
4/24/2013,APPPANW,NIKE,PANT LEGND PLY CPRI,60,M,5841,4/6/2013,2,119.98,0,0,0,AA,
4/24/2013,APPPANW,NIKE,PANT LEGND PLY CPRI,60,M,5841,4/6/2013,2,119.98,0,0,0,NOV,
4/24/2013,APPPANW,NIKE,PANT LEGND PLY CPRI,60,M,5841,4/6/2013,3,179.97,0,0,0,NVL,
4/24/2013,APPPANW,NIKE,PANT LEGND PLY CPRI,60,M,5841,4/6/2013,2,119.98,0,0,0,WB,
4/24/2013,APPPANW,NIKE,PANT LEGND PLY CPRI,60,M,5841,4/6/2013,1,59.99,1,29.99,14.97,TC2,
4/24/2013,APPPANW,NIKE,PANT LEGND PLY CPRI,60,L,5842,4/2/2013,0,0,1,59.99,57.49,AA,
4/24/2013,APPPANW,NIKE,PANT LEGND PLY CPRI,60,L,5842,4/2/2013,1,59.99,0,0,0,NVL,
4/24/2013,APPPANW,NIKE,PANT LEGND PLY CPRI,60,L,5842,4/2/2013,1,59.99,0,0,0,TC2,
4/24/2013,APPSHIM,NIKE,TOP SS CHALLENGER,460,S,5844,4/22/2013,1,24.99,1,24.99,54.98,AA,
4/24/2013,APPSHIM,NIKE,TOP SS CHALLENGER,460,S,5844,4/22/2013,2,49.98,0,0,0,NOV,
4/24/2013,APPSHIM,NIKE,TOP SS CHALLENGER,460,S,5844,4/22/2013,2,49.98,0,0,0,NVL,
4/24/2013,APPSHIM,NIKE,TOP SS CHALLENGER,460,S,5844,4/22/2013,2,49.98,0,0,0,WB,
4/24/2013,APPSHIM,NIKE,TOP SS CHALLENGER,460,M,5845,3/30/2013,2,49.98,1,24.99,54.98,AA,
4/24/2013,APPSHIM,NIKE,TOP SS CHALLENGER,460,M,5845,3/30/2013,2,49.98,0,0,0,NOV,
4/24/2013,APPSHIM,NIKE,TOP SS CHALLENGER,460,M,5845,3/30/2013,0,0,1,24.99,54.98,NVL,
4/24/2013,APPSHIM,NIKE,TOP SS CHALLENGER,460,M,5845,3/30/2013,0,0,1,22.49,49.98,WB,
4/24/2013,APPSHIM,NIKE,TOP SS CHALLENGER,460,M,5845,3/30/2013,3,74.97,0,0,0,TC2,
4/24/2013,APPSHIM,NIKE,TOP SS CHALLENGER,460,M,5845,3/30/2013,3,74.97,0,0,0,TC1,
4/24/2013,APPSHIM,NIKE,TOP SS CHALLENGER,460,M,5845,3/30/2013,3,74.97,0,0,0,AAW,
4/24/2013,APPSHIM,NIKE,TOP SS CHALLENGER,460,L,5846,4/4/2013,2,49.98,0,0,0,NOV,
4/24/2013,APPSHIM,NIKE,TOP SS CHALLENGER,460,L,5846,4/4/2013,2,49.98,0,0,0,NVL,
4/24/2013,APPSHIM,NIKE,TOP SS CHALLENGER,460,L,5846,4/4/2013,2,49.98,0,0,0,WB,
4/24/2013,APPSHIM,NIKE,TOP SS CHALLENGER,460,L,5846,4/4/2013,1,24.99,1,24.99,54.98,TC2,
4/24/2013,APPSHIM,NIKE,TOP SS CHALLENGER,460,L,5846,4/4/2013,2,49.98,0,0,0,TC1,
4/24/2013,APPSHIM,NIKE,TOP SS CHALLENGER,460,L,5846,4/4/2013,2,49.98,0,0,0,AAW,
4/24/2013,APPSHOM,NIKE,"SHORT 4"" RACING",65,S,5847,3/16/2013,1,29.99,0,0,0,AA,
4/24/2013,APPSHOM,NIKE,"SHORT 4"" RACING",65,S,5847,3/16/2013,1,29.99,0,0,0,NVL,
4/24/2013,APPSHOM,NIKE,"SHORT 4"" RACING",65,S,5847,3/16/2013,1,29.99,0,0,0,WB,
4/24/2013,APPSHOM,NIKE,"SHORT 4"" RACING",65,S,5847,3/16/2013,1,29.99,0,0,0,TC2,
4/24/2013,APPSHOM,NIKE,"SHORT 4"" RACING",65,S,5847,3/16/2013,1,29.99,0,0,0,TC1,
4/24/2013,APPSHOM,NIKE,"SHORT 4"" RACING",65,S,5847,3/16/2013,1,29.99,0,0,0,AAW,
4/24/2013,APPSHOM,NIKE,"SHORT 4"" RACING",65,M,5848,4/15/2013,1,29.99,0,0,0,AA,
4/24/2013,APPSHOM,NIKE,"SHORT 4"" RACING",65,M,5848,4/15/2013,3,89.97,0,0,0,NOV,
4/24/2013,APPSHOM,NIKE,"SHORT 4"" RACING",65,M,5848,4/15/2013,2,59.98,1,20.99,35.68,NVL,
4/24/2013,APPSHOM,NIKE,"SHORT 4"" RACING",65,M,5848,4/15/2013,2,59.98,0,0,0,WB,
4/24/2013,APPSHOM,NIKE,"SHORT 4"" RACING",65,M,5848,4/15/2013,3,89.97,0,0,0,TC2,
4/24/2013,APPSHOM,NIKE,"SHORT 4"" RACING",65,M,5848,4/15/2013,3,89.97,0,0,0,TC1,
4/24/2013,APPSHOM,NIKE,"SHORT 4"" RACING",65,M,5848,4/15/2013,1,29.99,0,0,0,AAW,
4/24/2013,SHORUNW,ASICS,KAYANO 19,B,7,5851,7/18/2009,1,149.99,0,0,0,WB,
4/24/2013,SHORUNW,ASICS,KAYANO 19,B,8,5853,3/18/2013,2,299.98,0,0,0,WB,
4/24/2013,SHORUNW,ASICS,KAYANO 19,B,8.5,5854,4/10/2013,0,0,0,-15,100,WB,
4/24/2013,SHORUNW,ASICS,KAYANO 19,B,9,5855,4/12/2013,0,0,2,277.48,43.51,WB,
4/24/2013,SHORUNW,ASICS,KAYANO 19,B,9.5,5856,4/17/2013,1,149.99,1,134.99,41.94,WB,
4/24/2013,SHORUNW,ASICS,KAYANO 19,B,11,5859,7/18/2009,1,149.99,0,0,0,WB,
4/24/2013,APPSHOM,NIKE,"SHORT 4"" RACING",65,L,5862,3/4/2013,2,59.98,0,0,0,NOV,
4/24/2013,APPSHOM,NIKE,"SHORT 4"" RACING",65,L,5862,3/4/2013,1,29.99,0,0,0,NVL,
4/24/2013,APPSHOM,NIKE,"SHORT 4"" RACING",65,L,5862,3/4/2013,1,29.99,0,0,0,WB,
4/24/2013,APPSHOM,NIKE,"SHORT 4"" RACING",65,L,5862,3/4/2013,2,59.98,0,0,0,TC2,
4/24/2013,APPSHOM,NIKE,"SHORT 4"" RACING",65,L,5862,3/4/2013,2,59.98,0,0,0,TC1,
4/24/2013,APPSHOM,NIKE,"SHORT 4"" RACING",65,L,5862,3/4/2013,2,59.98,0,0,0,AAW,
4/24/2013,APPSHOM,NIKE,"SHORT 5"" SW",460,L,5863,3/6/2013,1,41.99,0,0,0,AA,
4/24/2013,APPSHOM,NIKE,"SHORT 5"" SW",460,L,5863,3/6/2013,2,83.98,0,0,0,NOV,
4/24/2013,APPSHOM,NIKE,"SHORT 5"" SW",460,L,5863,3/6/2013,2,83.98,0,0,0,WB,
4/24/2013,APPSHOM,NIKE,"SHORT 5"" SW",460,L,5863,3/6/2013,2,83.98,0,0,0,TC2,
4/24/2013,APPSHOM,NIKE,"SHORT 5"" SW",460,L,5863,3/6/2013,2,83.98,0,0,0,TC1,
4/24/2013,APPSHIW,NIKE,TOP MILER SS V-NECK,10,S,5864,4/20/2013,2,75.98,1,37.99,54.99,AA,
4/24/2013,APPSHIW,NIKE,TOP MILER SS V-NECK,10,S,5864,4/20/2013,3,113.97,0,0,0,NOV,
4/24/2013,APPSHIW,NIKE,TOP MILER SS V-NECK,10,S,5864,4/20/2013,1,37.99,1,34.19,49.99,NVL,
4/24/2013,APPSHIW,NIKE,TOP MILER SS V-NECK,10,S,5864,4/20/2013,3,113.97,0,0,0,WB,
4/24/2013,APPSHIW,NIKE,TOP MILER SS V-NECK,10,S,5864,4/20/2013,2,75.98,1,34.19,49.99,TC2,
4/24/2013,APPSHIW,NIKE,TOP MILER SS V-NECK,10,S,5864,4/20/2013,3,113.97,0,0,0,TC1,
4/24/2013,APPSHIW,NIKE,TOP MILER SS V-NECK,10,S,5864,4/20/2013,3,113.97,0,0,0,AAW,
4/24/2013,APPSHIW,NIKE,TOP MILER SS V-NECK,10,M,5865,3/2/2013,3,113.97,0,0,0,AA,
4/24/2013,APPSHIW,NIKE,TOP MILER SS V-NECK,10,M,5865,3/2/2013,3,113.97,0,0,0,NOV,
4/24/2013,APPSHIW,NIKE,TOP MILER SS V-NECK,10,M,5865,3/2/2013,2,75.98,0,0,0,NVL,
4/24/2013,APPSHIW,NIKE,TOP MILER SS V-NECK,10,M,5865,3/2/2013,3,113.97,0,0,0,WB,
4/24/2013,APPSHIW,NIKE,TOP MILER SS V-NECK,10,M,5865,3/2/2013,3,113.97,0,0,0,TC2,
4/24/2013,APPSHIW,NIKE,TOP MILER SS V-NECK,10,M,5865,3/2/2013,3,113.97,0,0,0,TC1,
4/24/2013,APPSHIW,NIKE,TOP MILER SS V-NECK,10,M,5865,3/2/2013,2,75.98,0,0,0,AAW,
4/24/2013,APPSHIW,NIKE,TOP MILER SS V-NECK,10,L,5866,4/23/2013,2,75.98,0,0,0,AA,
4/24/2013,APPSHIW,NIKE,TOP MILER SS V-NECK,10,L,5866,4/23/2013,2,75.98,0,0,0,NOV,
4/24/2013,APPSHIW,NIKE,TOP MILER SS V-NECK,10,L,5866,4/23/2013,1,37.99,0,0,0,NVL,
4/24/2013,APPSHIW,NIKE,TOP MILER SS V-NECK,10,L,5866,4/23/2013,2,75.98,0,0,0,WB,
4/24/2013,APPSHIW,NIKE,TOP MILER SS V-NECK,10,L,5866,4/23/2013,1,37.99,0,0,0,TC2,
4/24/2013,APPSHIW,NIKE,TOP MILER SS V-NECK,10,L,5866,4/23/2013,2,75.98,0,0,0,TC1,
4/24/2013,APPSHIW,NIKE,TOP MILER SS V-NECK,10,L,5866,4/23/2013,0,0,2,75.98,54.99,AAW,
4/24/2013,APPSHIW,NIKE,TOP MILER TANK,10,XS,5868,3/17/2013,1,31.99,0,0,0,AA,
4/24/2013,APPSHIW,NIKE,TOP MILER TANK,10,XS,5868,3/17/2013,1,31.99,0,0,0,NOV,
4/24/2013,APPSHIW,NIKE,TOP MILER TANK,10,XS,5868,3/17/2013,1,31.99,0,0,0,WB,
4/24/2013,APPSHIW,NIKE,TOP MILER TANK,10,XS,5868,3/17/2013,1,31.99,0,0,0,TC2,
4/24/2013,APPSHIW,NIKE,TOP MILER TANK,10,XS,5868,3/17/2013,1,31.99,0,0,0,TC1,
4/24/2013,APPSHIW,NIKE,TOP MILER TANK,10,S,5869,3/30/2013,3,95.97,0,0,0,AA,
4/24/2013,APPSHIW,NIKE,TOP MILER TANK,10,S,5869,3/30/2013,2,63.98,1,14.4,0,NOV,
4/24/2013,APPSHIW,NIKE,TOP MILER TANK,10,S,5869,3/30/2013,2,63.98,0,0,0,NVL,
4/24/2013,APPSHIW,NIKE,TOP MILER TANK,10,S,5869,3/30/2013,3,95.97,0,0,0,WB,
4/24/2013,APPSHIW,NIKE,TOP MILER TANK,10,S,5869,3/30/2013,3,95.97,0,0,0,TC2,
4/24/2013,APPSHIW,NIKE,TOP MILER TANK,10,S,5869,3/30/2013,2,63.98,0,0,0,TC1,
4/24/2013,APPSHIW,NIKE,TOP MILER TANK,10,S,5869,3/30/2013,4,127.96,-1,-31.99,54.99,AAW,
4/24/2013,APPSHIW,NIKE,TOP MILER TANK,10,M,5870,4/7/2013,3,95.97,0,0,0,AA,
4/24/2013,APPSHIW,NIKE,TOP MILER TANK,10,M,5870,4/7/2013,3,95.97,0,0,0,NOV,
4/24/2013,APPSHIW,NIKE,TOP MILER TANK,10,M,5870,4/7/2013,2,63.98,0,0,0,NVL,
4/24/2013,APPSHIW,NIKE,TOP MILER TANK,10,M,5870,4/7/2013,3,95.97,0,0,0,WB,
4/24/2013,APPSHIW,NIKE,TOP MILER TANK,10,M,5870,4/7/2013,3,95.97,0,0,0,TC2,
4/24/2013,APPSHIW,NIKE,TOP MILER TANK,10,M,5870,4/7/2013,3,95.97,0,0,0,TC1,
4/24/2013,APPSHIW,NIKE,TOP MILER TANK,10,M,5870,4/7/2013,1,31.99,1,31.99,54.99,AAW,
4/24/2013,APPSHIW,NIKE,TOP MILER TANK,10,L,5871,3/1/2013,1,31.99,0,0,0,AA,
4/24/2013,APPSHIW,NIKE,TOP MILER TANK,10,L,5871,3/1/2013,2,63.98,0,0,0,NOV,
4/24/2013,APPSHIW,NIKE,TOP MILER TANK,10,L,5871,3/1/2013,2,63.98,0,0,0,WB,
4/24/2013,APPSHIW,NIKE,TOP MILER TANK,10,L,5871,3/1/2013,2,63.98,0,0,0,TC2,
4/24/2013,APPSHIW,NIKE,TOP MILER TANK,10,L,5871,3/1/2013,1,31.99,0,0,0,TC1,
4/24/2013,APPSHIW,NIKE,TOP MILER TANK,10,L,5871,3/1/2013,2,63.98,0,0,0,AAW,
4/24/2013,APPSHOW,NIKE,"SHORT 6"" SW RIVAL",10,S,5872,,2,99.98,0,0,0,AA,
4/24/2013,APPSHOW,NIKE,"SHORT 6"" SW RIVAL",10,S,5872,,2,99.98,0,0,0,NOV,
4/24/2013,APPSHOW,NIKE,"SHORT 6"" SW RIVAL",10,S,5872,,2,99.98,0,0,0,NVL,
4/24/2013,APPSHOW,NIKE,"SHORT 6"" SW RIVAL",10,S,5872,,2,99.98,0,0,0,WB,
4/24/2013,APPSHOW,NIKE,"SHORT 6"" SW RIVAL",10,S,5872,,2,99.98,0,0,0,TC2,
4/24/2013,APPSHOW,NIKE,"SHORT 6"" SW RIVAL",10,S,5872,,2,99.98,0,0,0,TC1,
4/24/2013,APPSHOW,NIKE,"SHORT 6"" SW RIVAL",10,S,5872,,2,99.98,0,0,0,AAW,
4/24/2013,APPSHOW,NIKE,"SHORT 6"" SW RIVAL",10,M,5873,4/21/2013,2,99.98,1,44.99,49.99,AA,
4/24/2013,APPSHOW,NIKE,"SHORT 6"" SW RIVAL",10,M,5873,4/21/2013,1,49.99,0,0,0,NOV,
4/24/2013,APPSHOW,NIKE,"SHORT 6"" SW RIVAL",10,M,5873,4/21/2013,1,49.99,2,94.98,52.62,NVL,
4/24/2013,APPSHOW,NIKE,"SHORT 6"" SW RIVAL",10,M,5873,4/21/2013,3,149.97,0,0,0,WB,
4/24/2013,APPSHOW,NIKE,"SHORT 6"" SW RIVAL",10,M,5873,4/21/2013,2,99.98,1,49.99,54.99,TC2,
4/24/2013,APPSHOW,NIKE,"SHORT 6"" SW RIVAL",10,M,5873,4/21/2013,3,149.97,0,0,0,TC1,
4/24/2013,APPSHOW,NIKE,"SHORT 6"" SW RIVAL",10,M,5873,4/21/2013,3,149.97,0,0,0,AAW,
4/24/2013,APPSHOW,NIKE,"SHORT 6"" SW RIVAL",10,L,5874,3/28/2013,1,49.99,1,42.49,47.05,AA,
4/24/2013,APPSHOW,NIKE,"SHORT 6"" SW RIVAL",10,L,5874,3/28/2013,2,99.98,0,0,0,NOV,
4/24/2013,APPSHOW,NIKE,"SHORT 6"" SW RIVAL",10,L,5874,3/28/2013,2,99.98,0,0,0,NVL,
4/24/2013,APPSHOW,NIKE,"SHORT 6"" SW RIVAL",10,L,5874,3/28/2013,2,99.98,0,0,0,WB,
4/24/2013,APPSHOW,NIKE,"SHORT 6"" SW RIVAL",10,L,5874,3/28/2013,2,99.98,0,0,0,TC2,
4/24/2013,APPSHOW,NIKE,"SHORT 6"" SW RIVAL",10,L,5874,3/28/2013,2,99.98,0,0,0,TC1,
4/24/2013,APPSHOW,NIKE,"SHORT 6"" SW RIVAL",10,L,5874,3/28/2013,2,99.98,0,0,0,AAW,
4/24/2013,APPSHIM,SMARTW,TOP LIGHTWEIGHT ZP T,423,M,5875,7/12/2012,2,189.98,0,0,0,AAW,
4/24/2013,APPSHIM,SMARTW,TOP LIGHTWEIGHT ZP T,423,L,5876,4/19/2013,1,94.99,1,47.49,-0.02,AAW,
4/24/2013,APPSHIM,SMARTW,TOP LIGHTWEIGHT ZP T,18,M,5879,10/27/2012,1,94.99,0,0,0,TC2,
4/24/2013,APPSHIM,SMARTW,TOP LIGHTWEIGHT ZP T,18,M,5879,10/27/2012,1,94.99,0,0,0,AAW,
4/24/2013,APPSHIM,SMARTW,TOP LIGHTWEIGHT ZP T,18,L,5880,3/3/2013,1,94.99,0,0,0,TC2,
4/24/2013,APPSHIM,SMARTW,TOP LIGHTWEIGHT ZP T,18,L,5880,3/3/2013,2,189.98,0,0,0,AAW,
4/24/2013,APPSHIW,SMARTW,TOP LIGHTWEIGHT CRW,77,S,5884,3/2/2013,1,69.99,0,0,0,TC2,
4/24/2013,APPSHIW,SMARTW,TOP LIGHTWEIGHT CRW,77,S,5884,3/2/2013,1,69.99,0,0,0,AAW,
4/24/2013,APPSHIW,SMARTW,TOP LIGHTWEIGHT CRW,77,M,5885,3/1/2013,2,139.98,0,0,0,TC2,
4/24/2013,APPSHIW,SMARTW,TOP LIGHTWEIGHT CRW,77,M,5885,3/1/2013,2,139.98,0,0,0,AAW,
4/24/2013,SHORUNW,ASICS,FOUNDATION 10,D,6.5,5886,,1,99.99,0,0,0,AAW,
4/24/2013,APPSHIW,SMARTW,TOP LIGHTWEIGHT CRW,77,L,5887,12/1/2012,1,69.99,0,0,0,TC2,
4/24/2013,APPSHIW,SMARTW,TOP LIGHTWEIGHT CRW,77,L,5887,12/1/2012,5,349.95,0,0,0,AAW,
4/24/2013,APPSHIW,SMARTW,TOP LIGHTWEIGHT CRW,77,XL,5888,,2,139.98,0,0,0,AAW,
4/24/2013,APPSHIW,SMARTW,TOP LIGHTWEIGHT CRW,614,S,5890,12/13/2012,1,69.99,0,0,0,AAW,
4/24/2013,APPSHIW,SMARTW,TOP LIGHTWEIGHT CRW,614,L,5892,4/3/2012,3,209.97,0,0,0,AAW,
4/24/2013,APPSHIW,SMARTW,TOP LIGHTWEIGHT CRW,614,XL,5893,12/1/2011,2,139.98,0,0,0,AAW,
4/24/2013,APPSHOW,LS GRN,SHORT TRI ELT COURS,020/BLK,S,5896,,1,129.99,0,0,0,NOV,
4/24/2013,APPSHOW,LS GRN,SHORT TRI ELT COURS,020/BLK,S,5896,,1,129.99,0,0,0,NVL,
4/24/2013,APPSHOW,LS GRN,SHORT TRI ELT COURS,020/BLK,S,5896,,2,259.98,0,0,0,AAW,
4/24/2013,MISMED,PRO TE,ANKLE WRAP,,S,5897,4/7/2013,3,68.97,0,0,0,AA,
4/24/2013,MISMED,PRO TE,ANKLE WRAP,,S,5897,4/7/2013,4,91.96,0,0,0,NOV,
4/24/2013,MISMED,PRO TE,ANKLE WRAP,,S,5897,4/7/2013,5,114.95,2,41.38,54.47,NVL,
4/24/2013,MISMED,PRO TE,ANKLE WRAP,,S,5897,4/7/2013,2,45.98,0,0,0,WB,
4/24/2013,MISMED,PRO TE,ANKLE WRAP,,S,5897,4/7/2013,2,45.98,0,0,0,TC2,
4/24/2013,MISMED,PRO TE,ANKLE WRAP,,S,5897,4/7/2013,3,68.97,0,0,0,TC1,
4/24/2013,MISMED,PRO TE,ANKLE WRAP,,S,5897,4/7/2013,6,137.94,0,0,0,AAW,
4/24/2013,MISMED,PRO TE,ANKLE WRAP,,M,5898,4/20/2013,5,114.95,0,0,0,AA,
4/24/2013,MISMED,PRO TE,ANKLE WRAP,,M,5898,4/20/2013,3,68.97,1,22.99,58.72,NOV,
4/24/2013,MISMED,PRO TE,ANKLE WRAP,,M,5898,4/20/2013,7,160.93,0,0,0,NVL,
4/24/2013,MISMED,PRO TE,ANKLE WRAP,,M,5898,4/20/2013,4,91.96,0,0,0,WB,
4/24/2013,MISMED,PRO TE,ANKLE WRAP,,M,5898,4/20/2013,2,45.98,0,0,0,TC2,
4/24/2013,MISMED,PRO TE,ANKLE WRAP,,M,5898,4/20/2013,3,68.97,0,0,0,TC1,
4/24/2013,MISMED,PRO TE,ANKLE WRAP,,M,5898,4/20/2013,5,114.95,0,0,0,AAW,
4/24/2013,MISMED,PRO TE,ANKLE WRAP,,L,5899,4/22/2013,6,137.94,0,0,0,AA,
4/24/2013,MISMED,PRO TE,ANKLE WRAP,,L,5899,4/22/2013,3,68.97,0,0,0,NOV,
4/24/2013,MISMED,PRO TE,ANKLE WRAP,,L,5899,4/22/2013,7,160.93,0,0,0,NVL,
4/24/2013,MISMED,PRO TE,ANKLE WRAP,,L,5899,4/22/2013,6,137.94,0,0,0,WB,
4/24/2013,MISMED,PRO TE,ANKLE WRAP,,L,5899,4/22/2013,1,22.99,0,0,0,TC2,
4/24/2013,MISMED,PRO TE,ANKLE WRAP,,L,5899,4/22/2013,4,91.96,0,0,0,TC1,
4/24/2013,MISMED,PRO TE,ANKLE WRAP,,L,5899,4/22/2013,1,22.99,1,22.99,59.03,AAW,
4/24/2013,SHORUNW,ASICS,FOUNDATION 10,D,7,5903,12/11/2012,1,99.99,0,0,0,AAW,
4/24/2013,SHORUNW,ASICS,FOUNDATION 10,D,7.5,5904,6/14/2012,1,99.99,0,0,0,AA,
4/24/2013,SHORUNW,ASICS,FOUNDATION 10,D,7.5,5904,6/14/2012,1,99.99,0,0,0,NOV,
4/24/2013,SHORUNW,ASICS,FOUNDATION 10,D,7.5,5904,6/14/2012,1,99.99,0,0,0,AAW,
4/24/2013,SHORUNW,ASICS,FOUNDATION 10,D,8.5,5915,3/9/2013,1,99.99,0,0,0,NVL,
4/24/2013,APPSHOW,LS GRN,SHORT TRI ELT COURS,020/BLK,M,5918,4/11/2013,1,129.99,1,116.99,47.22,NOV,
4/24/2013,APPSHOW,LS GRN,SHORT TRI ELT COURS,020/BLK,M,5918,4/11/2013,2,259.98,0,0,0,NVL,
4/24/2013,APPSHOW,LS GRN,SHORT TRI ELT COURS,020/BLK,M,5918,4/11/2013,3,389.97,0,0,0,TC2,
4/24/2013,APPSHOW,LS GRN,SHORT TRI ELT COURS,020/BLK,M,5918,4/11/2013,1,129.99,0,0,0,AAW,
4/24/2013,APPSHOW,LS GRN,SHORT TRI ELT COURS,020/BLK,L,5919,,2,259.98,0,0,0,NOV,
4/24/2013,APPSHOW,LS GRN,SHORT TRI ELT COURS,020/BLK,L,5919,,2,259.98,0,0,0,NVL,
4/24/2013,APPSHOW,LS GRN,SHORT TRI ELT COURS,020/BLK,L,5919,,2,259.98,0,0,0,TC2,
4/24/2013,APPSHOW,LS GRN,SHORT TRI ELT COURS,020/BLK,L,5919,,2,259.98,0,0,0,AAW,
4/24/2013,APPSHOW,LS GRN,SHORT TRI ELT COURS,020/BLK,XL,5920,,1,129.99,0,0,0,NOV,
4/24/2013,APPSHOW,LS GRN,SHORT TRI ELT COURS,020/BLK,XL,5920,,1,129.99,0,0,0,NVL,
4/24/2013,APPSHOW,ASICS,SHORT CORE POCKETED,90,M,5923,4/23/2013,5,149.95,1,14.99,15.74,AA,
4/24/2013,APPSHOW,ASICS,SHORT CORE POCKETED,90,M,5923,4/23/2013,3,89.97,0,0,0,NOV,
4/24/2013,APPSHOW,ASICS,SHORT CORE POCKETED,90,M,5923,4/23/2013,4,119.96,0,0,0,NVL,
4/24/2013,APPSHOW,ASICS,SHORT CORE POCKETED,90,M,5923,4/23/2013,5,149.95,0,0,0,WB,
4/24/2013,APPSHOW,ASICS,SHORT CORE POCKETED,90,M,5923,4/23/2013,4,119.96,0,0,0,TC2,
4/24/2013,APPSHOW,ASICS,SHORT CORE POCKETED,90,M,5923,4/23/2013,3,89.97,0,0,0,TC1,
4/24/2013,APPSHOW,ASICS,SHORT CORE POCKETED,90,M,5923,4/23/2013,4,119.96,0,0,0,AAW,
4/24/2013,APPSHOW,ASICS,SHORT CORE POCKETED,90,L,5924,4/13/2013,4,119.96,0,0,0,AA,
4/24/2013,APPSHOW,ASICS,SHORT CORE POCKETED,90,L,5924,4/13/2013,2,59.98,0,0,0,NOV,
4/24/2013,APPSHOW,ASICS,SHORT CORE POCKETED,90,L,5924,4/13/2013,3,89.97,0,0,0,NVL,
4/24/2013,APPSHOW,ASICS,SHORT CORE POCKETED,90,L,5924,4/13/2013,3,89.97,2,23.99,-5.54,WB,
4/24/2013,APPSHOW,ASICS,SHORT CORE POCKETED,90,L,5924,4/13/2013,4,119.96,0,0,0,TC2,
4/24/2013,APPSHOW,ASICS,SHORT CORE POCKETED,90,L,5924,4/13/2013,3,89.97,0,0,0,TC1,
4/24/2013,APPSHOW,ASICS,SHORT CORE POCKETED,90,L,5924,4/13/2013,5,149.95,1,14.99,15.54,AAW,
4/24/2013,APPSHOW,ASICS,SHORT CORE POCKETED,90,XL,5925,4/20/2013,1,29.99,0,0,0,AA,
4/24/2013,APPSHOW,ASICS,SHORT CORE POCKETED,90,XL,5925,4/20/2013,1,29.99,0,0,0,NOV,
4/24/2013,APPSHOW,ASICS,SHORT CORE POCKETED,90,XL,5925,4/20/2013,1,29.99,1,29.99,57.82,NVL,
4/24/2013,APPSHOW,ASICS,SHORT CORE POCKETED,90,XL,5925,4/20/2013,2,59.98,0,0,0,WB,
4/24/2013,APPSHOW,ASICS,SHORT CORE POCKETED,90,XL,5925,4/20/2013,2,59.98,0,0,0,TC2,
4/24/2013,APPSHOW,ASICS,SHORT CORE POCKETED,90,XL,5925,4/20/2013,1,29.99,0,0,0,TC1,
4/24/2013,APPSHOW,ASICS,SHORT CORE POCKETED,90,XL,5925,4/20/2013,2,59.98,1,14.99,15.61,AAW,
4/24/2013,APPSHOW,ASICS,SHORT CORE POCKETED,90,S,5927,4/1/2013,3,89.97,0,0,0,AA,
4/24/2013,APPSHOW,ASICS,SHORT CORE POCKETED,90,S,5927,4/1/2013,2,59.98,0,0,0,NOV,
4/24/2013,APPSHOW,ASICS,SHORT CORE POCKETED,90,S,5927,4/1/2013,3,89.97,0,0,0,NVL,
4/24/2013,APPSHOW,ASICS,SHORT CORE POCKETED,90,S,5927,4/1/2013,3,89.97,0,0,0,WB,
4/24/2013,APPSHOW,ASICS,SHORT CORE POCKETED,90,S,5927,4/1/2013,3,89.97,0,0,0,TC2,
4/24/2013,APPSHOW,ASICS,SHORT CORE POCKETED,90,S,5927,4/1/2013,1,29.99,0,0,0,TC1,
4/24/2013,APPSHOW,ASICS,SHORT CORE POCKETED,90,S,5927,4/1/2013,4,119.96,0,0,100,AAW,
4/24/2013,MISELE,FUELBE,LAMP LED,SIL,ONE,5932,1/6/2013,1,23.99,0,0,0,TC2,
4/24/2013,MISELE,FUELBE,LAMP LED,SIL,ONE,5932,1/6/2013,2,47.98,0,0,0,TC1,
4/24/2013,MISACCACC,FUELBE,ARMBAND REFLECTIVE,,ONE,5933,9/29/2012,7,69.93,0,0,0,TC2,
4/24/2013,MISELE,FUELBE,LIGHT LED CLIP ON,RED,ONE,5934,12/5/2012,3,29.97,0,0,0,TC2,
4/24/2013,SHORUNW,ASICS,FOUNDATION 10,D,11,5939,12/1/2012,1,99.99,0,0,0,AAW,
4/24/2013,APPTIGW,ASICS,TIGHT TEAM MEDLEY,90,L,5976,7/12/2012,1,37.99,0,0,0,TC1,
4/24/2013,SHORUNM,MIZUNO,RONIN 3,D,9.5,5988,,1,99.99,0,0,0,AAW,
4/24/2013,SHORUNM,MIZUNO,RONIN 3,D,11.5,5992,3/15/2009,1,99.99,0,0,0,AAW,
4/24/2013,APPSHIW,SMARTW,TOP MID PATTERN ZIP,132,M,6001,4/21/2013,0,0,2,102.48,-7.34,AAW,
4/24/2013,APPSOCM,CEP,SOCK COMPRSSION RUN,WHT,III,6014,6/30/2012,1,64.99,0,0,0,TC2,
4/24/2013,APPSHIW,SMARTW,TOP MID FUNNEL ZIP,40,S,6015,4/23/2013,2,229.98,3,164.97,-4.56,AAW,
