Date,DCS,VC,Desc1,Attr,Size,Item#,Last Sold,OHQty,OHExtP$,SoldQty,SoldExtP$,SoldM%,Str,PercentStockSold
4/24/2013,MISMED,EPX,KNEE SUPPORT OPN PAT,BLK,XXL,23209,9/15/2012,2,59.98,0,0,0,WB,
4/24/2013,MISMED,EPX,KNEE SUPPORT OPN PAT,BLK,XXL,23209,9/15/2012,1,29.99,0,0,0,TC2,
4/24/2013,MISMED,EPX,KNEE SUPPORT OPN PAT,BLK,XXL,23209,9/15/2012,1,29.99,0,0,0,TC1,
4/24/2013,MISMED,EPX,KNEE SUPPORT OPN PAT,BLK,XXL,23209,9/15/2012,3,89.97,0,0,0,AAW,
4/24/2013,MISFOO,CLIF,CLIF BAR,COC CHO,ONE,23216,4/22/2013,3,5.97,0,0,0,AA,
4/24/2013,MISFOO,CLIF,CLIF BAR,COC CHO,ONE,23216,4/22/2013,16,31.84,9,11.99,32.44,NVL,
4/24/2013,MISFOO,CLIF,CLIF BAR,COC CHO,ONE,23216,4/22/2013,1,1.99,0,0,0,WB,
4/24/2013,MISFOO,CLIF,CLIF BAR,COC CHO,ONE,23216,4/22/2013,6,11.94,1,1.99,54.77,AAW,
4/24/2013,APPSHIW,UNDER,TOP CG TURTLENECK,681,L,23218,1/23/2013,1,49.99,0,0,0,AAW,
4/24/2013,APPSOCW,THORLO,SOCK LWXW,233,10,23249,4/13/2013,1,15.99,1,15.99,53.41,NVL,
4/24/2013,APPSHIW,UNDER,TOP CG TURTLENECK,100,M,23250,4/18/2013,3,149.97,0,0,0,TC2,
4/24/2013,APPSHIW,UNDER,TOP CG TURTLENECK,100,M,23250,4/18/2013,5,249.95,1,24.99,9.96,AAW,
4/24/2013,APPSOCM,THORLO,SOCK LWXM,233,11,23251,4/5/2013,3,47.97,2,28.78,51.56,NVL,
4/24/2013,APPSOCM,THORLO,SOCK LWXM,233,11,23251,4/5/2013,7,111.93,0,0,0,AAW,
4/24/2013,APPSHIM,NIKE,TOP DF WOOL 1/2 ZIP,13,S,23263,5/26/2012,1,74.99,0,0,0,TC2,
4/24/2013,APPSHIM,NIKE,TOP DF WOOL 1/2 ZIP,13,L,23270,4/26/2012,3,224.97,0,0,0,TC2,
4/24/2013,APPJACW,ASICS,JKT ARD,9020,M,23271,3/20/2013,1,129.99,0,0,0,TC1,
4/24/2013,APPJACW,ASICS,JKT ARD,9020,M,23271,3/20/2013,1,129.99,0,0,0,AAW,
4/24/2013,APPTIGW,SUGOI,TIGHT MIDZERO,BLK,L,23325,4/19/2013,0,0,1,34.99,8.15,WB,
4/24/2013,APPTIGW,SUGOI,TIGHT MIDZERO,BLK,L,23325,4/19/2013,0,0,1,34.99,8.15,AAW,
4/24/2013,SHOAERM,NB,MX1008,D,8.5,23338,11/6/2011,1,99.99,0,0,0,AA,
4/24/2013,APPSHIW,UNDER,TOP CG TURTLENECK,681,M,23349,4/23/2013,4,199.96,1,24.99,9.96,AAW,
4/24/2013,APPSHIW,UNDER,TOP CG TURTLENECK,100,S,23350,4/19/2013,2,99.98,0,0,0,TC2,
4/24/2013,APPSHIW,UNDER,TOP CG TURTLENECK,100,S,23350,4/19/2013,2,99.98,1,24.99,9.96,AAW,
4/24/2013,APPSHIW,UNDER,TOP CG TURTLENECK,681,S,23351,4/20/2013,0,0,1,24.99,9.96,AAW,
4/24/2013,APPSHIW,UNDER,TOP CG PRINT TRTLNK,100,M,23353,3/25/2013,0,0,1,29.99,9.97,NVL,
4/24/2013,APPH&H,UNDER,GLOVE CG EXTRME RUN,1,XS,23355,2/3/2013,-1,-34.99,0,0,0,NVL,
4/24/2013,APPCAPM,UNDER,CAP UA VERSA,1,ONE,23360,10/20/2012,1,21.99,0,0,0,NVL,
4/24/2013,SHOINDW,NB,WX997,B,7,23363,2/9/2013,1,89.99,0,0,0,NVL,
4/24/2013,SHOINDW,NB,WX997,B,7.5,23364,4/21/2013,2,179.98,1,89.99,48.29,NVL,
4/24/2013,SHOINDW,NB,WX997,B,8,23365,12/17/2012,2,179.98,0,0,0,NVL,
4/24/2013,SHOINDW,NB,WX997,B,8.5,23366,2/8/2013,3,269.97,0,0,0,NVL,
4/24/2013,SHOINDW,NB,WX997,B,9,23367,5/7/2009,3,269.97,0,0,0,NVL,
4/24/2013,SHOINDW,NB,WX997,B,9.5,23368,12/27/2009,2,179.98,0,0,0,NVL,
4/24/2013,SHOINDW,NB,WX997,B,11,23370,,1,89.99,0,0,0,NVL,
4/24/2013,APPSHIM,UNDER,TOP CG FITTED MOCK,100,S,23376,4/23/2013,1,49.99,2,49.98,9.96,AA,
4/24/2013,APPSHIM,UNDER,TOP CG FITTED MOCK,100,S,23376,4/23/2013,-1,-49.99,2,49.98,9.96,AAW,
4/24/2013,APPSHIW,UNDER,TOP CG FITTED MOCK,1,S,23380,3/13/2013,3,149.97,0,0,0,TC2,
4/24/2013,APPSHIW,SUGOI,TOP CARBON LS,WHT,M,23383,3/30/2012,2,99.98,0,0,0,TC2,
4/24/2013,APPSHIW,SUGOI,TOP SPEEDSTER 2,WHT,S,23392,12/4/2011,1,99.99,0,0,0,TC2,
4/24/2013,APPSHIW,SUGOI,TOP SPEEDSTER 2,WHT,M,23393,9/16/2011,2,199.98,0,0,0,TC2,
4/24/2013,APPJACW,SUGOI,JKT HYDROLITE,WHT,S,23401,3/26/2013,2,199.98,0,0,0,AA,
4/24/2013,APPJACW,SUGOI,JKT HYDROLITE,WHT,S,23401,3/26/2013,1,99.99,1,89.99,48.88,NVL,
4/24/2013,APPJACW,SUGOI,JKT HYDROLITE,WHT,S,23401,3/26/2013,2,199.98,0,0,0,WB,
4/24/2013,APPJACW,SUGOI,JKT HYDROLITE,WHT,S,23401,3/26/2013,2,199.98,0,0,0,TC2,
4/24/2013,APPJACW,SUGOI,JKT HYDROLITE,WHT,S,23401,3/26/2013,2,199.98,0,0,0,AAW,
4/24/2013,APPJACW,SUGOI,JKT HYDROLITE,WHT,M,23402,4/18/2013,3,299.97,0,0,0,AA,
4/24/2013,APPJACW,SUGOI,JKT HYDROLITE,WHT,M,23402,4/18/2013,2,199.98,1,89.99,48.88,NVL,
4/24/2013,APPJACW,SUGOI,JKT HYDROLITE,WHT,M,23402,4/18/2013,3,299.97,0,0,0,WB,
4/24/2013,APPJACW,SUGOI,JKT HYDROLITE,WHT,M,23402,4/18/2013,2,199.98,1,89.99,48.88,TC2,
4/24/2013,APPJACW,SUGOI,JKT HYDROLITE,WHT,M,23402,4/18/2013,3,299.97,0,0,0,AAW,
4/24/2013,APPJACW,SUGOI,JKT HYDROLITE,WHT,L,23403,4/23/2013,1,99.99,0,0,0,AA,
4/24/2013,APPJACW,SUGOI,JKT HYDROLITE,WHT,L,23403,4/23/2013,1,99.99,0,0,0,NVL,
4/24/2013,APPJACW,SUGOI,JKT HYDROLITE,WHT,L,23403,4/23/2013,1,99.99,0,0,0,WB,
4/24/2013,APPJACW,SUGOI,JKT HYDROLITE,WHT,L,23403,4/23/2013,0,0,1,89.99,48.88,TC2,
4/24/2013,APPJACW,SUGOI,JKT HYDROLITE,WHT,L,23403,4/23/2013,1,99.99,0,0,0,AAW,
4/24/2013,APPJACW,SUGOI,JKT HYDROLITE,WHT,XL,23404,4/3/2013,0,0,1,89.99,47.77,WB,
4/24/2013,MISACCACC,CRESCE,BOOTIES,,,23407,1/27/2012,2,99.98,0,0,0,TC2,
4/24/2013,MISFOO,CLIF,CLIF BAR,GRY PAN,ONE,23418,3/30/2013,4,7.96,0,0,0,AA,
4/24/2013,MISFOO,CLIF,CLIF BAR,GRY PAN,ONE,23418,3/30/2013,1,1.99,2,3.78,56.35,AAW,
4/24/2013,APPJACW,ASICS,JKT ARD,9020,L,23419,3/2/2013,1,129.99,0,0,0,AAW,
4/24/2013,APPTIGW,ASICS,TIGHT ARD,90,S,23420,4/18/2013,1,74.99,1,67.49,49.43,TC2,
4/24/2013,APPTIGW,ASICS,TIGHT ARD,90,S,23420,4/18/2013,3,224.97,0,0,0,AAW,
4/24/2013,APPTIGW,ASICS,TIGHT ARD,90,M,23421,11/12/2012,1,74.99,0,0,0,NOV,
4/24/2013,APPTIGW,ASICS,TIGHT ARD,90,M,23421,11/12/2012,1,74.99,0,0,0,NVL,
4/24/2013,APPTIGW,ASICS,TIGHT ARD,90,M,23421,11/12/2012,1,74.99,0,0,0,TC2,
4/24/2013,APPTIGW,ASICS,TIGHT ARD,90,M,23421,11/12/2012,2,149.98,0,0,0,TC1,
4/24/2013,APPTIGW,ASICS,TIGHT ARD,90,M,23421,11/12/2012,11,824.89,0,0,0,AAW,
4/24/2013,APPTIGW,ASICS,TIGHT ARD,90,L,23422,3/9/2013,1,74.99,0,0,0,TC1,
4/24/2013,APPTIGW,ASICS,TIGHT ARD,90,L,23422,3/9/2013,1,74.99,0,0,0,AAW,
4/24/2013,APPSHIW,ASICS,TOP ABBY TANK,5,S,23423,2/2/2013,1,38.99,0,0,0,AA,
4/24/2013,APPSHIW,ASICS,TOP ABBY TANK,5,S,23423,2/2/2013,2,77.98,0,0,0,NVL,
4/24/2013,APPSHIW,ASICS,TOP ABBY TANK,5,S,23423,2/2/2013,2,77.98,0,0,0,WB,
4/24/2013,APPSHIW,ASICS,TOP ABBY TANK,5,S,23423,2/2/2013,2,77.98,0,0,0,TC2,
4/24/2013,APPSHIW,ASICS,TOP ABBY TANK,5,M,23424,4/10/2013,2,77.98,0,0,0,AA,
4/24/2013,APPSHIW,ASICS,TOP ABBY TANK,5,M,23424,4/10/2013,0,0,2,38.98,1.95,WB,
4/24/2013,APPSHIW,ASICS,TOP ABBY TANK,5,M,23424,4/10/2013,2,77.98,0,0,0,TC2,
4/24/2013,APPSHIW,ASICS,TOP ABBY TANK,5,L,23425,11/30/2012,1,38.99,0,0,0,AA,
4/24/2013,APPSHIW,ASICS,TOP ABBY TANK,5,L,23425,11/30/2012,1,38.99,0,0,0,NVL,
4/24/2013,APPSHIW,ASICS,TOP ABBY TANK,5,L,23425,11/30/2012,1,38.99,0,0,0,WB,
4/24/2013,APPSHIW,ASICS,TOP ABBY TANK,5,L,23425,11/30/2012,1,38.99,0,0,0,TC2,
4/24/2013,APPSHOW,ASICS,SHORT ABBY FITTED,9020,S,23426,11/30/2012,2,83.98,0,0,0,AA,
4/24/2013,APPSHOW,ASICS,SHORT ABBY FITTED,9020,S,23426,11/30/2012,2,83.98,0,0,0,NVL,
4/24/2013,APPSHOW,ASICS,SHORT ABBY FITTED,9020,S,23426,11/30/2012,2,83.98,0,0,0,TC2,
4/24/2013,APPSHOW,ASICS,SHORT ABBY FITTED,9020,S,23426,11/30/2012,2,83.98,0,0,0,AAW,
4/24/2013,APPSHOW,ASICS,SHORT ABBY FITTED,9020,M,23427,3/8/2013,3,125.97,0,0,0,AA,
4/24/2013,APPSHOW,ASICS,SHORT ABBY FITTED,9020,M,23427,3/8/2013,1,41.99,0,0,0,NVL,
4/24/2013,APPSHOW,ASICS,SHORT ABBY FITTED,9020,M,23427,3/8/2013,2,83.98,0,0,0,TC2,
4/24/2013,APPSHOW,ASICS,SHORT ABBY FITTED,9020,M,23427,3/8/2013,5,209.95,0,0,0,AAW,
4/24/2013,APPSHIW,ASICS,TOP AYAMI ROUCH TNK,123,S,23428,4/8/2013,1,49.99,0,0,0,AA,
4/24/2013,APPSHIW,ASICS,TOP AYAMI ROUCH TNK,123,S,23428,4/8/2013,0,0,1,44.99,49.43,NVL,
4/24/2013,APPSHIW,ASICS,TOP AYAMI ROUCH TNK,123,S,23428,4/8/2013,2,99.98,0,0,0,TC2,
4/24/2013,APPSHIW,ASICS,TOP AYAMI ROUCH TNK,123,M,23429,2/3/2013,2,99.98,0,0,0,TC2,
4/24/2013,APPTIGW,ASICS,TIGHT AYAMI ROUCHE,123,S,23430,4/16/2013,1,64.99,0,0,0,AA,
4/24/2013,APPTIGW,ASICS,TIGHT AYAMI ROUCHE,123,S,23430,4/16/2013,0,0,1,58.49,49.43,NVL,
4/24/2013,APPTIGW,ASICS,TIGHT AYAMI ROUCHE,123,S,23430,4/16/2013,1,64.99,0,0,0,TC2,
4/24/2013,APPTIGW,ASICS,TIGHT AYAMI ROUCHE,123,M,23431,,2,129.98,0,0,0,AA,
4/24/2013,APPTIGW,ASICS,TIGHT AYAMI ROUCHE,123,M,23431,,5,324.95,0,0,0,NVL,
4/24/2013,APPTIGW,ASICS,TIGHT AYAMI ROUCHE,123,M,23431,,2,129.98,0,0,0,TC2,
4/24/2013,APPTIGW,ASICS,TIGHT AYAMI ROUCHE,123,M,23431,,-1,-64.99,0,0,0,AAW,
4/24/2013,APPTIGW,ASICS,TIGHT AYAMI ROUCHE,904,S,23432,,2,129.98,0,0,0,NVL,
4/24/2013,APPTIGW,ASICS,TIGHT AYAMI ROUCHE,904,S,23432,,2,129.98,0,0,0,TC2,
4/24/2013,APPTIGW,ASICS,TIGHT AYAMI ROUCHE,904,S,23432,,2,129.98,0,0,0,AAW,
4/24/2013,APPTIGW,ASICS,TIGHT AYAMI ROUCHE,904,M,23433,3/16/2013,1,64.99,0,0,0,NVL,
4/24/2013,APPTIGW,ASICS,TIGHT AYAMI ROUCHE,904,M,23433,3/16/2013,1,64.99,-1,-32.49,8.96,WB,
4/24/2013,APPTIGW,ASICS,TIGHT AYAMI ROUCHE,904,M,23433,3/16/2013,2,129.98,0,0,0,TC2,
4/24/2013,APPTIGW,ASICS,TIGHT AYAMI ROUCHE,904,M,23433,3/16/2013,1,64.99,0,0,0,AAW,
4/24/2013,APPSHIW,ASICS,TOP AYAMI SS,123,S,23434,4/15/2013,0,0,2,37.98,8.95,NVL,
4/24/2013,APPSHIW,ASICS,TOP AYAMI SS,123,S,23434,4/15/2013,0,0,1,18.99,8.95,WB,
4/24/2013,APPSHIW,ASICS,TOP AYAMI SS,123,M,23435,2/24/2013,1,37.99,0,0,0,AA,
4/24/2013,APPSHIW,ASICS,TOP AYAMI SS,123,M,23435,2/24/2013,1,37.99,0,0,0,TC2,
4/24/2013,APPSHIW,ASICS,TOP AYAMI SS,123,L,23436,3/3/2013,1,37.99,0,0,0,AA,
4/24/2013,APPSHIW,ASICS,TOP AYAMI SS,123,L,23436,3/3/2013,1,37.99,0,0,0,TC2,
4/24/2013,APPSHIW,ASICS,TOP THERMO LT 1/2 Z,9020,S,23437,4/18/2013,1,69.99,0,0,0,NVL,
4/24/2013,APPSHIW,ASICS,TOP THERMO LT 1/2 Z,9020,S,23437,4/18/2013,2,139.98,0,0,0,TC2,
4/24/2013,APPSHIW,ASICS,TOP THERMO LT 1/2 Z,9020,S,23437,4/18/2013,0,0,1,34.99,8.97,TC1,
4/24/2013,APPSHIW,ASICS,TOP THERMO LT 1/2 Z,9020,S,23437,4/18/2013,-1,-69.99,1,30,-6.17,AAW,
4/24/2013,APPSHIW,ASICS,TOP THERMO LT 1/2 Z,9020,M,23438,4/6/2013,1,69.99,1,69.99,54.49,TC2,
4/24/2013,APPSHIW,ASICS,TOP THERMO LT 1/2 Z,9020,M,23438,4/6/2013,0,0,1,34.99,8.97,TC1,
4/24/2013,APPSHIW,ASICS,TOP THERMO LT 1/2 Z,9020,L,23439,4/4/2013,0,0,1,69.99,54.49,TC2,
4/24/2013,APPSHIW,ASICS,TOP THERMO LT 1/2 Z,9290,S,23440,12/1/2012,1,69.99,0,0,0,TC2,
4/24/2013,APPSHIW,ASICS,TOP THERMO LT 1/2 Z,9290,M,23441,1/12/2013,2,139.98,0,0,0,TC2,
4/24/2013,APPTIGW,ASICS,TIGHT LEGATO 2,REG,S,23443,4/19/2013,0,0,0,-3.6,100,NOV,
4/24/2013,APPTIGW,ASICS,TIGHT LEGATO 2,REG,S,23443,4/19/2013,0,0,2,68.38,52.09,TC2,
4/24/2013,APPTIGW,ASICS,TIGHT LEGATO 2,REG,S,23443,4/19/2013,4,143.96,0,0,0,AAW,
4/24/2013,APPTIGW,ASICS,TIGHT LEGATO 2,REG,M,23444,3/14/2013,1,35.99,0,0,0,TC2,
4/24/2013,APPTIGW,ASICS,TIGHT LEGATO 2,REG,M,23444,3/14/2013,2,71.98,0,0,0,TC1,
4/24/2013,APPTIGW,ASICS,TIGHT LEGATO 2,REG,M,23444,3/14/2013,2,71.98,0,0,0,AAW,
4/24/2013,APPTIGW,ASICS,TIGHT LEGATO 2,REG,L,23445,3/3/2013,2,71.98,0,0,0,TC1,
4/24/2013,APPTIGW,ASICS,TIGHT LEGATO 2,REG,L,23445,3/3/2013,3,107.97,0,0,0,AAW,
4/24/2013,APPTIGW,ASICS,TIGHT LEGATO 2,TALL,S,23446,3/2/2013,3,107.97,0,0,0,AAW,
4/24/2013,APPTIGW,ASICS,TIGHT LEGATO 2,TALL,M,23447,3/20/2013,1,35.99,0,0,0,TC2,
4/24/2013,APPTIGW,ASICS,TIGHT LEGATO 2,TALL,M,23447,3/20/2013,1,35.99,0,0,0,TC1,
4/24/2013,APPTIGW,ASICS,TIGHT LEGATO 2,TALL,M,23447,3/20/2013,8,287.92,0,0,0,AAW,
4/24/2013,APPTIGW,ASICS,TIGHT LEGATO 2,TALL,L,23448,12/2/2012,1,35.99,0,0,0,TC2,
4/24/2013,APPTIGW,ASICS,TIGHT LEGATO 2,TALL,L,23448,12/2/2012,1,35.99,0,0,0,TC1,
4/24/2013,APPTIGW,ASICS,TIGHT LEGATO 2,TALL,L,23448,12/2/2012,2,71.98,0,0,0,AAW,
4/24/2013,APPPANW,ASICS,PANT LEGATO II,REG,S,23449,3/29/2013,0,0,1,34.99,34.98,TC1,
4/24/2013,APPPANW,ASICS,PANT LEGATO II,REG,S,23449,3/29/2013,3,149.97,0,0,0,AAW,
4/24/2013,APPPANW,ASICS,PANT LEGATO II,REG,M,23450,4/14/2013,0,0,1,44.99,49.43,TC2,
4/24/2013,APPPANW,ASICS,PANT LEGATO II,REG,M,23450,4/14/2013,2,99.98,0,0,0,AAW,
4/24/2013,APPPANW,ASICS,PANT LEGATO II,REG,L,23451,4/4/2013,1,49.99,1,49.99,54.49,TC2,
4/24/2013,APPPANW,ASICS,PANT LEGATO II,REG,L,23451,4/4/2013,6,299.94,0,0,0,AAW,
4/24/2013,APPPANW,ASICS,PANT LEGATO II,TALL,S,23452,3/10/2013,1,49.99,0,0,0,TC1,
4/24/2013,APPPANW,ASICS,PANT LEGATO II,TALL,S,23452,3/10/2013,2,99.98,0,0,0,AAW,
4/24/2013,APPPANW,ASICS,PANT LEGATO II,TALL,M,23453,3/29/2013,2,99.98,0,0,0,TC2,
4/24/2013,APPPANW,ASICS,PANT LEGATO II,TALL,M,23453,3/29/2013,0,0,1,34.99,34.98,TC1,
4/24/2013,APPPANW,ASICS,PANT LEGATO II,TALL,M,23453,3/29/2013,7,349.93,0,0,0,AAW,
4/24/2013,APPPANW,ASICS,PANT LEGATO II,TALL,L,23456,,1,49.99,0,0,0,TC2,
4/24/2013,APPPANW,ASICS,PANT LEGATO II,TALL,L,23456,,1,49.99,0,0,0,TC1,
4/24/2013,APPPANW,ASICS,PANT LEGATO II,TALL,L,23456,,5,249.95,0,0,0,AAW,
4/24/2013,APPSHIW,NIKE,TOP PRO CORE T MOCK,10,L,23471,10/4/2012,6,329.94,0,0,0,TC2,
4/24/2013,APPSHIW,NIKE,TOP PRO CORE T MOCK,10,XL,23472,12/18/2009,2,109.98,0,0,0,TC2,
4/24/2013,APPSHOW,BROOKS,SHORT 26.2 WALKER,,,23516,8/7/2012,1,47.99,0,0,0,AA,
4/24/2013,APPSHIW,UNDER,TOP CG FITTED MOCK,1,M,23522,4/18/2013,2,99.98,0,0,0,TC2,
4/24/2013,APPSHIW,UNDER,TOP CG FITTED MOCK,1,M,23522,4/18/2013,0,0,1,24.99,9.96,AAW,
4/24/2013,APPSHIW,UNDER,TOP CG FITTED MOCK,1,L,23527,3/22/2013,2,99.98,0,0,0,TC2,
4/24/2013,APPSHIW,UNDER,TOP CG FITTED MOCK,1,L,23527,3/22/2013,1,49.99,0,0,0,AAW,
4/24/2013,APPSOCM,THORLO,SOCK JMX,3,15,23534,2/23/2013,7,104.93,0,0,0,TC2,
4/24/2013,MISACCACC,BODYGL,BODYGLIDE ORIGINAL,,1.5 OZ,23541,4/23/2013,35,349.65,9,88.91,54.55,AA,
4/24/2013,MISACCACC,BODYGL,BODYGLIDE ORIGINAL,,1.5 OZ,23541,4/23/2013,36,359.64,11,105.89,53.35,NOV,
4/24/2013,MISACCACC,BODYGL,BODYGLIDE ORIGINAL,,1.5 OZ,23541,4/23/2013,-1,-9.99,35,330.65,52.47,NVL,
4/24/2013,MISACCACC,BODYGL,BODYGLIDE ORIGINAL,,1.5 OZ,23541,4/23/2013,70,699.3,9,86.91,53.49,WB,
4/24/2013,MISACCACC,BODYGL,BODYGLIDE ORIGINAL,,1.5 OZ,23541,4/23/2013,110,"1,098.90",4,37.96,52.69,TC2,
4/24/2013,MISACCACC,BODYGL,BODYGLIDE ORIGINAL,,1.5 OZ,23541,4/23/2013,142,"1,418.58",5,48.95,54.14,TC1,
4/24/2013,MISACCACC,BODYGL,BODYGLIDE ORIGINAL,,1.5 OZ,23541,4/23/2013,17,169.83,22,212.78,53.58,AAW,
4/24/2013,MISFOO,CLIF,CLIF BAR,ICE GIN,ONE,23552,12/22/2012,1,1.99,0,0,0,NOV,
4/24/2013,SHORUNM,NIKE,ZOOM STR TRIAX+ 16,2E,10.5,23553,4/17/2013,1,109.99,0,0,0,AA,
4/24/2013,SHORUNM,NIKE,ZOOM STR TRIAX+ 16,2E,10.5,23553,4/17/2013,1,109.99,0,0,0,NOV,
4/24/2013,SHORUNM,NIKE,ZOOM STR TRIAX+ 16,2E,10.5,23553,4/17/2013,1,109.99,0,0,0,NVL,
4/24/2013,SHORUNM,NIKE,ZOOM STR TRIAX+ 16,2E,10.5,23553,4/17/2013,1,109.99,0,0,0,WB,
4/24/2013,SHORUNM,NIKE,ZOOM STR TRIAX+ 16,2E,10.5,23553,4/17/2013,0,0,1,109.99,52.82,AAW,
4/24/2013,SHORUNM,NIKE,ZOOM STR TRIAX+ 16,2E,11,23554,2/20/2013,1,109.99,0,0,0,AA,
4/24/2013,SHORUNM,NIKE,ZOOM STR TRIAX+ 16,2E,11,23554,2/20/2013,1,109.99,0,0,0,NVL,
4/24/2013,SHORUNM,NIKE,ZOOM STR TRIAX+ 16,2E,11.5,23555,3/10/2013,1,109.99,0,0,0,AA,
4/24/2013,SHORUNM,NIKE,ZOOM STR TRIAX+ 16,2E,11.5,23555,3/10/2013,1,109.99,0,0,0,AAW,
4/24/2013,SHORUNM,NIKE,ZOOM STR TRIAX+ 16,2E,12,23556,4/12/2013,1,109.99,1,109.99,55.54,AA,
4/24/2013,SHORUNM,NIKE,ZOOM STR TRIAX+ 16,2E,12,23556,4/12/2013,0,0,1,98.99,47.71,NOV,
4/24/2013,SHORUNM,NIKE,ZOOM STR TRIAX+ 16,2E,12,23556,4/12/2013,0,0,2,219.98,54.24,NVL,
4/24/2013,SHORUNM,NIKE,ZOOM STR TRIAX+ 16,2E,12,23556,4/12/2013,1,109.99,0,0,0,AAW,
4/24/2013,SHORUNM,NIKE,ZOOM STR+ 16 SHIELD,D,9,23558,3/28/2013,1,119.99,0,0,0,AA,
4/24/2013,SHORUNM,NIKE,ZOOM STR+ 16 SHIELD,D,9,23558,3/28/2013,0,0,1,109.99,47.96,NVL,
4/24/2013,SHORUNM,NIKE,ZOOM STR+ 16 SHIELD,D,9.5,23560,3/3/2013,1,119.99,0,0,0,AA,
4/24/2013,SHORUNM,NIKE,ZOOM STR+ 16 SHIELD,D,9.5,23560,3/3/2013,1,119.99,0,0,0,NOV,
4/24/2013,SHORUNM,NIKE,ZOOM STR+ 16 SHIELD,D,10,23561,4/21/2013,1,119.99,0,0,0,NOV,
4/24/2013,SHORUNM,NIKE,ZOOM STR+ 16 SHIELD,D,10,23561,4/21/2013,1,119.99,1,107.99,47,NVL,
4/24/2013,SHORUNM,NIKE,ZOOM STR+ 16 SHIELD,D,10,23561,4/21/2013,1,119.99,0,0,0,AAW,
4/24/2013,SHORUNM,NIKE,ZOOM STR+ 16 SHIELD,D,10.5,23562,12/12/2012,1,119.99,0,0,0,NOV,
4/24/2013,SHORUNM,NIKE,ZOOM STR+ 16 SHIELD,D,10.5,23562,12/12/2012,2,239.98,0,0,0,AAW,
4/24/2013,SHORUNM,NIKE,ZOOM STR+ 16 SHIELD,D,11,23563,4/1/2013,0,0,1,107.99,47,NVL,
4/24/2013,APPJACM,ASICS,JKT ARD,9079,M,23565,4/7/2013,0,0,1,90.99,34.99,TC1,
4/24/2013,APPJACM,ASICS,JKT ARD,9079,L,23568,2/16/2013,2,259.98,0,0,0,AAW,
4/24/2013,APPTIGM,ASICS,TIGHT ARD,90,S,23570,4/6/2013,0,0,1,74.99,54.49,WB,
4/24/2013,APPTIGM,ASICS,TIGHT ARD,90,S,23570,4/6/2013,1,74.99,0,0,0,TC2,
4/24/2013,APPTIGM,ASICS,TIGHT ARD,90,S,23570,4/6/2013,1,74.99,0,0,0,TC1,
4/24/2013,APPTIGM,ASICS,TIGHT ARD,90,S,23570,4/6/2013,3,224.97,0,0,0,AAW,
4/24/2013,APPTIGM,ASICS,TIGHT ARD,90,M,23571,4/18/2013,0,0,0,-37.5,100,WB,
4/24/2013,APPTIGM,ASICS,TIGHT ARD,90,M,23571,4/18/2013,2,149.98,0,0,0,TC2,
4/24/2013,APPTIGM,ASICS,TIGHT ARD,90,M,23571,4/18/2013,2,149.98,0,0,0,TC1,
4/24/2013,APPTIGM,ASICS,TIGHT ARD,90,M,23571,4/18/2013,4,299.96,1,37.49,8.96,AAW,
4/24/2013,APPTIGM,ASICS,TIGHT ARD,90,L,23572,4/13/2013,0,0,2,59.99,-13.79,WB,
4/24/2013,APPTIGM,ASICS,TIGHT ARD,90,L,23572,4/13/2013,1,74.99,0,0,0,TC2,
4/24/2013,APPTIGM,ASICS,TIGHT ARD,90,L,23572,4/13/2013,2,149.98,0,0,0,TC1,
4/24/2013,APPTIGM,ASICS,TIGHT ARD,90,L,23572,4/13/2013,4,299.96,0,0,0,AAW,
4/24/2013,APPSHIM,ASICS,TOP ARD L/S,179,S,23574,4/4/2013,0,0,1,27.49,8.95,NVL,
4/24/2013,APPSHIM,ASICS,TOP ARD L/S,179,S,23574,4/4/2013,1,54.99,0,0,0,TC2,
4/24/2013,APPSHIM,ASICS,TOP ARD L/S,179,M,23575,4/18/2013,0,0,1,54.99,54.48,TC2,
4/24/2013,APPSHIM,ASICS,TOP ARD L/S,179,M,23575,4/18/2013,2,109.98,0,0,0,AAW,
4/24/2013,APPSHIW,UNDER,TOP CG FITTED MOCK,100,S,23576,11/16/2012,2,99.98,0,0,0,TC2,
4/24/2013,APPSHIW,UNDER,TOP CG FITTED MOCK,100,S,23576,11/16/2012,2,99.98,0,0,0,TC1,
4/24/2013,MISACCACC,OAKLEY,CASE SOFT VAULT,,L,23652,12/21/2012,3,74.97,0,0,0,AA,
4/24/2013,MISACCACC,OAKLEY,CASE SOFT VAULT,,L,23652,12/21/2012,2,49.98,0,0,0,NVL,
4/24/2013,APPPANW,SP,PANT INFZN VERSA II,LONG,M,23674,2/26/2013,-1,-74.99,0,0,0,TC2,
4/24/2013,APPPANW,SP,PANT INFZN VERSA II,LONG,L,23675,12/10/2011,1,74.99,0,0,0,TC2,
4/24/2013,APPPANW,SP,PANT INFZN VERSA II,LONG,L,23675,12/10/2011,1,74.99,0,0,0,TC1,
4/24/2013,APPSOCW,THORLO,SOCK LWXW,233,9,23707,4/2/2013,0,0,1,15.99,56.22,NVL,
4/24/2013,MISMED,EPX,CALF SUPPORT,BLK,S,23742,2/26/2013,1,23.99,0,0,0,AA,
4/24/2013,MISMED,EPX,CALF SUPPORT,BLK,S,23742,2/26/2013,3,71.97,0,0,0,NOV,
