Moral judgment: cognitivism Meta-ethics: moral realism 0.562
Metaphilosophy: non-naturalism Mind: non-physicalism 0.497
Analytic-synthetic distinction: yes A priori knowledge: yes 0.467
Meta-ethics: moral realism Aesthetic value: objective 0.411
Mind: physicalism God: atheism 0.393
Science: scienti?c realism External world: non-skeptical realism 0.393
Mind: non-physicalism Free will: libertarianism 0.386
God: theism Free will: libertarianism 0.385
A priori knowledge: yes Knowledge: rationalism 0.383
Teletransporter: survival Personal identity: psychological view 0.375
Truth: correspondence Science: scienti?c realism 0.362
Metaphilosophy: non-naturalism Knowledge: rationalism 0.36
Metaphilosophy: naturalism God: atheism 0.351
Metaphilosophy: non-naturalism Free will: libertarianism 0.343
Epistemic justi?cation: internalism Mental content: internalism 0.342
Meta-ethics: moral realism Abstract objects: Platonism 0.335
Moral judgment: non-cognitivism Aesthetic value: subjective 0.333
Meta-ethics: moral realism Laws of nature: non-Humean 0.329
Metaphilosophy: naturalism Abstract objects: nominalism 0.321
Meta-ethics: moral realism Science: scienti?c realism 0.32
Abstract objects: Platonism Knowledge: rationalism 0.307
Abstract objects: nominalism Laws of nature: Humean 0.303
Knowledge: empiricism Mind: non-physicalism -0.302
Science: scienti?c anti-realism Laws of nature: Humean 0.299
Truth: correspondence Meta-ethics: moral realism 0.294
Meta-ethics: moral anti-realism Metaphilosophy: naturalism 0.288
Truth: correspondence Laws of nature: non-Humean 0.287
Moral judgment: non-cognitivism Laws of nature: non-Humean -0.286
Normative ethics: consequentialism Trolley problem: switch 0.284
A priori knowledge: yes Metaphilosophy: non-naturalism 0.276
Time: B-theory Free will: libertarianism -0.271
Laws of nature: non-Humean Knowledge: rationalism 0.268
Abstract objects: Platonism Knowledge claims: invariantism 0.26
Meta-ethics: moral anti-realism Knowledge: empiricism 0.258
Moral judgment: cognitivism Science: scienti?c realism 0.257
Metaphilosophy: naturalism Aesthetic value: subjective 0.257
Science: scienti?c realism Abstract objects: Platonism 0.255
A priori knowledge: yes Laws of nature: non-Humean 0.253
Aesthetic value: objective Abstract objects: nominalism -0.253
Normative ethics: consequentialism Metaphilosophy: naturalism 0.252
Normative ethics: consequentialism Mind: physicalism 0.252
Moral judgment: non-cognitivism Abstract objects: nominalism 0.249
Zombies: metaphysically possible Mind: non-physicalism 0.248
A priori knowledge: no Abstract objects: Platonism -0.248
Perceptual experience: representationalism Mind: physicalism 0.247
Metaphilosophy: naturalism Laws of nature: Humean 0.245
Mind: physicalism Abstract objects: nominalism 0.244
Time: B-theory Metaphilosophy: naturalism 0.243
Moral judgment: non-cognitivism Knowledge: empiricism 0.243
Meta-ethics: moral realism Free will: libertarianism 0.24
