DCS,VC,Desc1,Attr,Size,Item#,OHQty,OHExtP$,SoldQty,SoldExtP$,SoldM%,Str
SHORUNW,ASICS,CUMULUS 15,B,8.5,28454,0,0,1,103.49,58.3,TC2
SHORUNW,ASICS,CUMULUS 15,B,8.5,28454,1,114.99,0,0,0,TC1
SHORUNW,ASICS,CUMULUS 15,B,8.5,28454,0,0,1,114.99,62.47,AAW
APPSOCM,SUGOI,SOCK R&R KNEE HIGH,BLG,S,28461,5,199.95,0,0,0,AAW
SHOINDM,ASICS,INTENSITY,D,11,28498,-1,-99.99,0,0,0,NOV
SHOINDM,ASICS,INTENSITY,D,12.5,28501,1,99.99,0,0,0,WB
SHOINDW,ASICS,INTENSITY,B,6.5,28508,3,299.97,0,0,0,WB
SHOINDW,ASICS,INTENSITY,B,8,28511,-1,-99.99,0,0,0,NVL
SHOINDW,ASICS,INTENSITY,B,9,28513,-1,-99.99,1,74.99,30.32,NVL
SHORUNW,ASICS,CUMULUS 15,B,9,28531,2,229.98,0,0,0,AA
SHORUNW,ASICS,CUMULUS 15,B,9,28531,0,0,1,114.99,67,NOV
SHORUNW,ASICS,CUMULUS 15,B,9,28531,0,0,1,114.99,67,NVL
SHORUNW,ASICS,CUMULUS 15,B,9,28531,0,0,1,103.49,63.33,WB
SHORUNW,ASICS,CUMULUS 15,B,9,28531,0,0,1,114.99,67,TC2
SHORUNW,ASICS,CUMULUS 15,B,9,28531,0,0,1,91.99,58.75,TC1
SHORUNW,ASICS,CUMULUS 15,B,9,28531,0,0,2,229.98,67,AAW
SHORUNW,ASICS,CUMULUS 15,B,9.5,28532,0,0,1,114.99,60.2,AA
SHORUNW,ASICS,CUMULUS 15,B,9.5,28532,0,0,1,114.99,60.2,NVL
SHORUNW,ASICS,CUMULUS 15,B,9.5,28532,-1,-114.99,2,206.98,48.85,TC2
SHORUNW,ASICS,CUMULUS 15,B,9.5,28532,0,0,2,229.98,60.2,AAW
SHORUNW,ASICS,CUMULUS 15,B,10,28533,0,0,1,114.99,58.75,AA
SHORUNW,ASICS,CUMULUS 15,B,10,28533,0,0,1,114.99,58.75,NOV
SHORUNW,ASICS,CUMULUS 15,B,10,28533,0,0,1,126.49,62.5,NVL
SHORUNW,ASICS,CUMULUS 15,B,10,28533,1,114.99,0,0,0,TC2
SHORUNW,ASICS,CUMULUS 15,B,10,28533,1,114.99,0,0,0,TC1
SHORUNW,ASICS,CUMULUS 15,B,10,28533,0,0,1,114.99,58.75,AAW
SHORUNW,ASICS,CUMULUS 15,B,10.5,28534,1,114.99,0,0,0,NOV
SHORUNW,ASICS,CUMULUS 15,B,10.5,28534,0,0,1,114.99,50.5,WB
SHORUNW,ASICS,CUMULUS 15,B,10.5,28534,0,0,1,114.99,50.5,TC2
SHORUNW,ASICS,CUMULUS 15,B,11,28535,0,0,1,114.99,50.5,WB
SHORUNM,SAUCON,GUIDE 6,D,15,28536,1,109.99,0,0,0,AAW
APPSHIW,OISELL,TOP NEW BIG RUN SCP,BUFF,S,28539,2,69.98,0,0,0,AA
APPSHIW,OISELL,TOP NEW BIG RUN SCP,BUFF,S,28539,1,34.99,1,31.49,44.43,NOV
APPSHIW,OISELL,TOP NEW BIG RUN SCP,BUFF,S,28539,2,69.98,0,0,0,NVL
APPSHIW,OISELL,TOP NEW BIG RUN SCP,BUFF,S,28539,1,34.99,0,0,0,WB
APPSHIW,OISELL,TOP NEW BIG RUN SCP,BUFF,S,28539,4,139.96,0,0,0,TC2
APPSHIW,OISELL,TOP NEW BIG RUN SCP,BUFF,S,28539,2,69.98,0,0,0,AAW
APPSHIW,OISELL,TOP NEW BIG RUN SCP,BUFF,M,28540,3,104.97,0,0,0,AA
APPSHIW,OISELL,TOP NEW BIG RUN SCP,BUFF,M,28540,2,69.98,0,0,0,NOV
APPSHIW,OISELL,TOP NEW BIG RUN SCP,BUFF,M,28540,3,104.97,0,0,0,NVL
APPSHIW,OISELL,TOP NEW BIG RUN SCP,BUFF,M,28540,3,104.97,0,0,0,WB
APPSHIW,OISELL,TOP NEW BIG RUN SCP,BUFF,M,28540,3,104.97,1,27.99,37.48,TC2
APPSHIW,OISELL,TOP NEW BIG RUN SCP,BUFF,M,28540,1,34.99,1,34.99,49.99,TC1
APPSHIW,OISELL,TOP NEW BIG RUN SCP,BUFF,M,28540,3,104.97,0,0,0,AAW
APPSHIW,OISELL,TOP NEW BIG RUN SCP,BUFF,L,28541,1,34.99,0,0,0,AA
APPSHIW,OISELL,TOP NEW BIG RUN SCP,BUFF,L,28541,0,0,1,31.49,44.43,NOV
APPSHIW,OISELL,TOP NEW BIG RUN SCP,BUFF,L,28541,1,34.99,0,0,0,NVL
APPSHIW,OISELL,TOP NEW BIG RUN SCP,BUFF,L,28541,1,34.99,0,0,0,WB
APPSHIW,OISELL,TOP NEW BIG RUN SCP,BUFF,L,28541,1,34.99,1,34.99,49.99,TC2
APPSHIW,OISELL,TOP NEW BIG RUN SCP,BUFF,L,28541,1,34.99,0,0,0,AAW
MISELE,POLAR,HRM FT40,WHT,F,28548,1,179.99,0,0,0,NVL
MISELE,POLAR,HRM FT40,WHT,F,28548,2,359.98,0,0,0,TC1
APPSOCW,WRIGHT,SOCK PINK RIBBON 1/4,55,,28549,1,11.99,0,0,0,TC2
SHORUNM,NB,M860 V3,D,8,28552,0,0,1,114.99,48.29,AAW
SHORUNM,NB,M860 V3,D,8.5,28553,1,114.99,0,0,0,AA
SHORUNM,NB,M860 V3,D,8.5,28553,1,114.99,0,0,0,NOV
SHORUNM,NB,M860 V3,D,8.5,28553,1,114.99,0,0,0,TC2
SHORUNW,BROOKS,ADDICTION 10,B,11.5,28554,0,0,1,109.99,51.45,AA
SHORUNW,BROOKS,ADDICTION 10,B,11.5,28554,-1,-109.99,0,0,0,NVL
SHORUNW,BROOKS,ADDICTION 10,B,11.5,28554,2,219.98,0,0,0,WB
SHORUNW,BROOKS,ADDICTION 10,B,11.5,28554,0,0,1,98.99,46.06,TC2
SHORUNW,BROOKS,ADDICTION 10,B,12,28555,0,0,1,109.99,51.13,NVL
SHORUNW,BROOKS,ADDICTION 10,B,12,28555,1,109.99,2,208.98,48.56,WB
SHORUNW,BROOKS,ADDICTION 10,B,12,28555,2,219.98,0,0,0,TC1
SHORUNW,BROOKS,ADDICTION 10,B,12,28555,1,109.99,0,0,0,AAW
SHORUNW,BROOKS,ADDICTION 10,2A,8,28556,1,109.99,0,0,0,NVL
SHORUNW,BROOKS,ADDICTION 10,2A,8.5,28557,0,0,1,109.99,51.58,AA
SHORUNW,BROOKS,ADDICTION 10,2A,8.5,28557,1,109.99,0,0,0,NVL
SHORUNW,BROOKS,ADDICTION 10,2A,8.5,28557,1,109.99,0,0,0,AAW
SHORUNW,BROOKS,ADDICTION 10,2A,9,28558,1,109.99,0,0,0,AA
SHORUNW,BROOKS,ADDICTION 10,2A,9,28558,1,109.99,0,0,0,NOV
SHORUNW,BROOKS,ADDICTION 10,2A,9,28558,0,0,1,109.99,51.12,NVL
SHORUNW,BROOKS,ADDICTION 10,2A,9,28558,1,109.99,0,0,0,WB
SHORUNW,BROOKS,ADDICTION 10,2A,9.5,28559,3,329.97,0,0,0,AA
SHORUNW,BROOKS,ADDICTION 10,2A,9.5,28559,1,109.99,0,0,0,NVL
SHORUNW,BROOKS,ADDICTION 10,2A,9.5,28559,1,109.99,0,0,0,WB
SHORUNW,BROOKS,ADDICTION 10,2A,9.5,28559,1,109.99,0,0,0,AAW
SHORUNM,NB,M860 V3,D,12,28560,2,229.98,0,0,0,AA
SHORUNM,NB,M860 V3,D,12,28560,1,114.99,0,0,0,NOV
SHORUNM,NB,M860 V3,D,12,28560,1,114.99,1,114.99,51.07,NVL
SHORUNM,NB,M860 V3,D,12,28560,1,114.99,0,0,0,WB
SHORUNM,NB,M860 V3,D,12,28560,3,344.97,0,0,0,TC2
SHORUNM,NB,M860 V3,D,12,28560,4,459.96,0,0,0,TC1
SHORUNM,NB,M860 V3,D,12,28560,2,229.98,0,0,0,AAW
SHORUNM,NB,M860 V3,D,12.5,28561,1,114.99,0,0,0,TC2
SHORUNM,NB,M860 V3,D,12.5,28561,2,229.98,0,0,0,TC1
SHORUNM,NB,M860 V3,D,12.5,28561,1,114.99,2,229.98,51.19,AAW
SHORUNW,BROOKS,ADDICTION 10,2A,10,28563,0,0,1,109.99,51.6,AA
SHORUNW,BROOKS,ADDICTION 10,2A,10,28563,1,109.99,0,0,0,NOV
SHORUNW,BROOKS,ADDICTION 10,2A,10,28563,1,109.99,0,0,0,WB
SHORUNW,BROOKS,ADDICTION 10,2A,10,28563,1,109.99,0,0,0,AAW
SHORUNM,BROOKS,GLYCERIN 10,D,8.5,28579,1,139.99,1,139.99,48.3,NOV
SHORUNM,BROOKS,GLYCERIN 10,D,9,28580,0,0,2,279.98,48.3,NOV
SHORUNM,BROOKS,GLYCERIN 10,D,9.5,28581,1,139.99,0,0,0,NOV
SHORUNM,BROOKS,GLYCERIN 10,D,10,28582,2,279.98,0,0,0,NOV
SHORUNM,BROOKS,GLYCERIN 10,D,10,28582,2,279.98,0,0,0,WB
SHORUNM,BROOKS,GLYCERIN 10,D,10.5,28583,0,0,2,195.62,44.55,NOV
SHORUNM,BROOKS,GLYCERIN 10,D,10.5,28583,0,0,2,237.98,52.08,WB
SHORUNM,BROOKS,GLYCERIN 10,D,11,28584,1,139.99,0,0,0,NVL
SHORUNM,BROOKS,GLYCERIN 10,D,11.5,28585,0,0,1,139.99,48.3,NOV
SHORUNM,BROOKS,GLYCERIN 10,D,12,28586,0,0,1,139.99,48.3,NOV
SHORUNM,BROOKS,GLYCERIN 10,D,12,28586,0,0,1,139.99,48.3,WB
SHORUNM,BROOKS,GLYCERIN 10,D,13,28588,1,139.99,0,0,0,NOV
APPPANM,SMARTW,PANT LIGHTWEGHT BTM,1,M,28591,4,299.96,1,37.49,9.98,TC2
APPPANM,SMARTW,PANT LIGHTWEGHT BTM,1,M,28591,7,524.93,0,0,0,AAW
APPPANM,SMARTW,PANT LIGHTWEGHT BTM,1,L,28592,-1,-74.99,0,0,0,TC1
APPPANM,SMARTW,PANT LIGHTWEGHT BTM,1,L,28592,4,299.96,0,0,0,AAW
APPPANM,SMARTW,PANT LIGHTWEGHT BTM,1,XL,28593,4,299.96,0,0,0,AAW
SHORUNM,KSWISS,KWICKY BLADE LIGHT,D,9.5,28602,1,134.99,0,0,0,AAW
SHORUNM,KSWISS,KWICKY BLADE LIGHT,D,10,28603,0,0,1,80,14.61,AAW
SHORUNM,KSWISS,KWICKY BLADE LIGHT,D,10.5,28605,2,269.98,0,0,0,AAW
SHORUNM,KSWISS,KWICKY BLADE LIGHT,D,11,28606,2,269.98,0,0,0,NOV
SHORUNM,KSWISS,KWICKY BLADE LIGHT,D,11,28606,1,134.99,0,0,0,AAW
SHORUNM,KSWISS,KWICKY BLADE LIGHT,D,11.5,28607,2,269.98,0,0,0,NOV
SHORUNM,KSWISS,KWICKY BLADE LIGHT,D,11.5,28607,1,134.99,0,0,0,AAW
SHORUNM,KSWISS,KWICKY BLADE LIGHT,D,13,28610,1,134.99,0,0,0,AAW
SHORUNM,KSWISS,K-RUUZ 1.5,D,9.5,28617,1,99.99,0,0,0,AAW
APPTIGW,SAUCON,TIGHT OMNI LX II,LONG,L,28655,1,64.99,0,0,0,AAW
APPJACW,SAUCON,JKT HEIRESS SOFTSHL,BK,S,28665,1,149.99,0,0,0,TC2
APPSHIW,SAUCON,TOP ARCTIC LX SPRT,,M,28669,3,299.97,3,239.97,44.99,TC2
SHORUNW,NB,W1012,B,7,28673,1,134.99,0,0,0,NVL
SHORUNW,NB,W1012,B,7.5,28674,-1,-134.99,1,107.99,38.95,TC2
SHORUNW,NB,W1012,B,7.5,28674,1,134.99,0,0,0,TC1
SHORUNM,MIZUNO,ENIGMA 2,D,9.5,28682,3,404.97,0,0,0,AA
SHORUNM,MIZUNO,ENIGMA 2,D,9.5,28682,2,269.98,0,0,0,NOV
SHORUNM,MIZUNO,ENIGMA 2,D,9.5,28682,1,134.99,0,0,0,NVL
SHORUNM,MIZUNO,ENIGMA 2,D,9.5,28682,2,269.98,0,0,0,WB
SHORUNM,MIZUNO,ENIGMA 2,D,9.5,28682,2,269.98,0,0,0,TC2
SHORUNM,MIZUNO,ENIGMA 2,D,9.5,28682,2,269.98,0,0,0,TC1
SHORUNM,MIZUNO,ENIGMA 2,D,9.5,28682,3,404.97,0,0,0,AAW
SHORUNM,MIZUNO,ENIGMA 2,D,10,28683,1,134.99,1,134.99,51.08,AA
SHORUNM,MIZUNO,ENIGMA 2,D,10,28683,2,269.98,0,0,0,NOV
SHORUNM,MIZUNO,ENIGMA 2,D,10,28683,1,134.99,1,134.99,51.08,NVL
SHORUNM,MIZUNO,ENIGMA 2,D,10,28683,2,269.98,0,0,0,WB
SHORUNM,MIZUNO,ENIGMA 2,D,10,28683,2,269.98,0,0,0,TC2
SHORUNM,MIZUNO,ENIGMA 2,D,10,28683,3,404.97,0,0,0,AAW
SHORUNW,BROOKS,ADDICTION 10,2A,10.5,28691,1,109.99,0,0,0,AA
SHORUNW,BROOKS,ADDICTION 10,2A,10.5,28691,1,109.99,0,0,0,NOV
SHORUNW,BROOKS,ADDICTION 10,2A,10.5,28691,1,109.99,0,0,0,WB
SHORUNW,BROOKS,ADDICTION 10,2A,10.5,28691,1,109.99,2,219.98,50.91,TC1
SHORUNW,BROOKS,ADDICTION 10,2A,10.5,28691,1,109.99,0,0,0,AAW
SHORUNM,MIZUNO,ENIGMA 2,D,10.5,28698,1,134.99,1,121.49,45.83,AA
SHORUNM,MIZUNO,ENIGMA 2,D,10.5,28698,2,269.98,0,0,0,NOV
SHORUNM,MIZUNO,ENIGMA 2,D,10.5,28698,2,269.98,0,0,0,NVL
SHORUNM,MIZUNO,ENIGMA 2,D,10.5,28698,1,134.99,0,0,0,WB
SHORUNM,MIZUNO,ENIGMA 2,D,10.5,28698,1,134.99,0,0,0,TC2
SHORUNM,MIZUNO,ENIGMA 2,D,10.5,28698,1,134.99,0,0,0,TC1
SHORUNM,MIZUNO,ENIGMA 2,D,10.5,28698,2,269.98,0,0,0,AAW
SHORUNM,MIZUNO,ENIGMA 2,D,11,28699,2,269.98,0,0,0,AA
SHORUNM,MIZUNO,ENIGMA 2,D,11,28699,1,134.99,0,0,0,NOV
SHORUNM,MIZUNO,ENIGMA 2,D,11,28699,2,269.98,0,0,0,WB
SHORUNM,MIZUNO,ENIGMA 2,D,11,28699,2,269.98,0,0,0,TC2
SHORUNM,MIZUNO,ENIGMA 2,D,11,28699,1,134.99,0,0,0,TC1
SHORUNM,MIZUNO,ENIGMA 2,D,11,28699,2,269.98,0,0,0,AAW
SHORUNW,NB,W1012,B,12,28700,1,134.99,0,0,0,WB
SHORUNW,NB,W1012,D,7.5,28705,1,134.99,0,0,0,TC2
APPSOCW,THORLO,SOCK LWMXW,233,9,28707,4,59.96,0,0,0,AAW
APPSOCM,BALEGA,SOCK PRO PACER,200,XL,28711,-3,-26.97,0,0,0,NVL
SHORUNM,MIZUNO,ENIGMA 2,D,11.5,28720,2,269.98,0,0,0,AA
SHORUNM,MIZUNO,ENIGMA 2,D,11.5,28720,1,134.99,0,0,0,WB
SHORUNM,MIZUNO,ENIGMA 2,D,11.5,28720,1,134.99,0,0,0,TC1
SHORUNM,MIZUNO,ENIGMA 2,D,11.5,28720,1,134.99,0,0,0,AAW
MISMED,SUPERF,INSOLE GREEN,,B,28721,4,159.96,0,0,0,AA
MISMED,SUPERF,INSOLE GREEN,,B,28721,3,119.97,0,0,0,NOV
MISMED,SUPERF,INSOLE GREEN,,B,28721,4,159.96,0,0,0,NVL
MISMED,SUPERF,INSOLE GREEN,,B,28721,2,79.98,0,0,0,WB
MISMED,SUPERF,INSOLE GREEN,,B,28721,2,79.98,0,0,0,TC2
MISMED,SUPERF,INSOLE GREEN,,B,28721,1,39.99,1,39.99,61.92,TC1
MISMED,SUPERF,INSOLE GREEN,,B,28721,4,159.96,0,0,0,AAW
MISMED,SUPERF,INSOLE GREEN,,C,28722,2,79.98,1,35.99,55.88,AA
MISMED,SUPERF,INSOLE GREEN,,C,28722,4,159.96,0,0,0,NOV
MISMED,SUPERF,INSOLE GREEN,,C,28722,8,319.92,0,0,0,NVL
MISMED,SUPERF,INSOLE GREEN,,C,28722,3,119.97,0,0,0,WB
MISMED,SUPERF,INSOLE GREEN,,C,28722,1,39.99,0,0,0,TC2
MISMED,SUPERF,INSOLE GREEN,,C,28722,4,159.96,3,109.97,56.68,TC1
MISMED,SUPERF,INSOLE GREEN,,C,28722,6,239.94,0,0,0,AAW
MISMED,SUPERF,INSOLE GREEN,,D,28723,6,239.94,1,39.99,60.62,AA
MISMED,SUPERF,INSOLE GREEN,,D,28723,7,279.93,0,0,0,NOV
MISMED,SUPERF,INSOLE GREEN,,D,28723,4,159.96,2,79.98,60.62,NVL
MISMED,SUPERF,INSOLE GREEN,,D,28723,0,0,2,75.98,58.54,WB
MISMED,SUPERF,INSOLE GREEN,,D,28723,5,199.95,2,79.98,60.62,TC2
MISMED,SUPERF,INSOLE GREEN,,D,28723,3,119.97,1,35.99,56.24,TC1
MISMED,SUPERF,INSOLE GREEN,,D,28723,8,319.92,4,107.97,41.65,AAW
MISMED,SUPERF,INSOLE GREEN,,E,28724,1,39.99,3,119.97,57.19,AA
MISMED,SUPERF,INSOLE GREEN,,E,28724,5,199.95,-1,-39.99,57.19,NOV
MISMED,SUPERF,INSOLE GREEN,,E,28724,5,199.95,2,79.98,57.19,NVL
MISMED,SUPERF,INSOLE GREEN,,E,28724,3,119.97,0,0,0,WB
MISMED,SUPERF,INSOLE GREEN,,E,28724,2,79.98,1,39.99,57.19,TC2
MISMED,SUPERF,INSOLE GREEN,,E,28724,2,79.98,0,0,0,TC1
MISMED,SUPERF,INSOLE GREEN,,E,28724,1,39.99,11,415.89,54.78,AAW
MISMED,SUPERF,INSOLE GREEN,,F,28725,3,119.97,0,0,0,AA
MISMED,SUPERF,INSOLE GREEN,,F,28725,-1,-39.99,1,39.99,57.01,NOV
MISMED,SUPERF,INSOLE GREEN,,F,28725,5,199.95,1,35.99,52.24,NVL
MISMED,SUPERF,INSOLE GREEN,,F,28725,3,119.97,0,0,0,WB
MISMED,SUPERF,INSOLE GREEN,,F,28725,1,39.99,1,39.99,57.01,TC2
MISMED,SUPERF,INSOLE GREEN,,F,28725,3,119.97,0,0,0,TC1
MISMED,SUPERF,INSOLE GREEN,,F,28725,4,159.96,6,235.94,56.29,AAW
MISMED,SUPERF,INSOLE GREEN,,G,28726,2,79.98,0,0,0,AA
MISMED,SUPERF,INSOLE GREEN,,G,28726,2,79.98,0,0,0,NOV
MISMED,SUPERF,INSOLE GREEN,,G,28726,2,79.98,0,0,0,NVL
MISMED,SUPERF,INSOLE GREEN,,G,28726,1,39.99,0,0,0,WB
MISMED,SUPERF,INSOLE GREEN,,G,28726,1,39.99,0,0,0,TC2
MISMED,SUPERF,INSOLE GREEN,,G,28726,1,39.99,0,0,0,TC1
MISMED,SUPERF,INSOLE GREEN,,G,28726,4,159.96,0,0,0,AAW
MISMED,SUPERF,INSOLE GREEN,,H,28727,3,119.97,0,0,0,AA
MISMED,SUPERF,INSOLE GREEN,,H,28727,1,39.99,0,0,0,NOV
MISMED,SUPERF,INSOLE GREEN,,H,28727,3,119.97,0,0,0,NVL
MISMED,SUPERF,INSOLE GREEN,,H,28727,2,79.98,0,0,0,WB
MISMED,SUPERF,INSOLE GREEN,,H,28727,1,39.99,0,0,0,TC2
MISMED,SUPERF,INSOLE GREEN,,H,28727,0,0,1,39.99,58.56,TC1
MISMED,SUPERF,INSOLE GREEN,,H,28727,1,39.99,0,0,0,AAW
SHORUNM,MIZUNO,ENIGMA 2,D,12,28732,2,269.98,0,0,0,AA
SHORUNM,MIZUNO,ENIGMA 2,D,12,28732,1,134.99,0,0,0,NOV
SHORUNM,MIZUNO,ENIGMA 2,D,12,28732,1,134.99,0,0,0,NVL
SHORUNM,MIZUNO,ENIGMA 2,D,12,28732,0,0,1,121.49,45.81,WB
SHORUNM,MIZUNO,ENIGMA 2,D,12,28732,1,134.99,0,0,0,TC2
SHORUNM,MIZUNO,ENIGMA 2,D,12,28732,1,134.99,0,0,0,TC1
SHORUNM,MIZUNO,ENIGMA 2,D,12,28732,2,269.98,0,0,0,AAW
SHORUNM,MIZUNO,ENIGMA 2,D,13,28734,0,0,1,134.99,50.88,NOV
SHORUNM,MIZUNO,ENIGMA 2,D,13,28734,1,134.99,0,0,0,NVL
SHORUNM,MIZUNO,ENIGMA 2,D,13,28734,1,134.99,0,0,0,WB
SHORUNM,MIZUNO,ENIGMA 2,D,13,28734,1,134.99,0,0,0,TC2
SHORUNM,MIZUNO,ENIGMA 2,D,13,28734,1,134.99,0,0,0,TC1
SHORUNM,MIZUNO,ENIGMA 2,D,13,28734,1,134.99,0,0,0,AAW
SHORUNW,ASICS,CUMULUS 15,D,9.5,28738,0,0,1,114.99,47.74,NVL
SHORUNM,NIKE,LUNARGLIDE+ 4 SHLD,D,12,28751,1,119.99,0,0,0,AAW
APPSHOM,BROOKS,SHORT SHERPA III,91,L,28758,3,119.97,0,0,0,NOV
APPSHOM,BROOKS,SHORT SHERPA III,91,L,28758,1,39.99,0,0,0,WB
SHORUNY,SAUCON,KIDS KINVARA 3,MED,5.5,28769,0,0,1,53.99,47.77,AAW
APPSHOM,BROOKS,SHORT SHERPA III,91,XL,28773,1,39.99,0,0,0,NOV
APPSHOM,BROOKS,SHORT SHERPA III,91,XL,28773,1,39.99,0,0,0,WB
APPSHOM,BROOKS,SHORT SHERPA III,91,XL,28773,1,39.99,0,0,0,TC1
APPSHOM,BROOKS,SHORT SHERPA III,91,XL,28773,0,0,1,31.99,44.98,AAW
SHORUNW,NB,W1012,2E,9.5,28794,-1,-134.99,0,0,0,AAW
MISBOO,RUNFIT,BOOK WIN OR LOSE,,,28798,5,39.75,1,7.15,44.06,AA
MISBOO,RUNFIT,BOOK WIN OR LOSE,,,28798,4,31.8,0,0,0,NOV
MISBOO,RUNFIT,BOOK WIN OR LOSE,,,28798,1,7.95,0,0,0,NVL
MISBOO,RUNFIT,BOOK WIN OR LOSE,,,28798,3,23.85,0,0,0,WB
MISBOO,RUNFIT,BOOK WIN OR LOSE,,,28798,3,23.85,0,0,0,AAW
MISBOO,CED,BOOK,,,28799,1,24.95,0,0,0,NOV
APPSUIM,LS GRN,SUIT ELTE LAZER TEK,3J5,S,28805,1,199.99,0,0,0,AAW
APPSUIM,LS GRN,SUIT ELTE LAZER TEK,3J5,M,28806,1,199.99,0,0,0,AAW
MISBAG,LS GRN,BAG TRI PACK REVO,20,ONE,28808,1,119.99,0,0,0,NOV
MISBAG,LS GRN,BAG TRI PACK REVO,20,ONE,28808,1,119.99,-1,-119.99,50,NVL
MISBAG,LS GRN,BAG TRI PACK REVO,20,ONE,28808,0,0,1,119.99,50,AAW
APPSOCM,CW-X,SOCK VENTILATOR,100,S,28809,3,164.97,0,0,0,AAW
APPSOCM,CW-X,SOCK VENTILATOR,100,M,28810,6,329.94,0,0,0,AAW
SHORUNM,NB,M1012,D,10,28820,1,134.99,0,0,0,AA
SHORUNM,NB,M1012,D,10,28820,1,134.99,0,0,0,NOV
SHORUNM,NB,M1012,D,10.5,28821,2,269.98,0,0,0,AA
SHORUNM,NB,M1012,D,10.5,28821,1,134.99,0,0,0,TC1
APPPANW,NIKE,PANT THERMAL,PETIT,L,28829,2,129.98,0,0,0,TC1
SHORUNM,NB,M1012,2E,9,28836,1,134.99,0,0,0,AAW
SHORUNM,NB,M1012,2E,9.5,28837,1,134.99,0,0,0,NOV
SHORUNM,NB,M1012,2E,14,28845,1,134.99,0,0,0,NVL
SHORUNM,NB,M1012,4E,13,28858,1,134.99,0,0,0,NVL
SHORUNW,MIZUNO,ENIGMA 2,B,6.5,28862,1,134.99,0,0,0,AA
SHORUNW,MIZUNO,ENIGMA 2,B,6.5,28862,1,134.99,-1,-134.99,51.32,NOV
SHORUNW,MIZUNO,ENIGMA 2,B,6.5,28862,1,134.99,0,0,0,NVL
SHORUNW,MIZUNO,ENIGMA 2,B,7,28863,2,269.98,0,0,0,AA
SHORUNW,MIZUNO,ENIGMA 2,B,7,28863,1,134.99,0,0,0,NOV
SHORUNW,MIZUNO,ENIGMA 2,B,7,28863,1,134.99,0,0,0,WB
SHORUNW,MIZUNO,ENIGMA 2,B,7,28863,1,134.99,0,0,0,TC2
SHORUNW,MIZUNO,ENIGMA 2,B,7,28863,1,134.99,0,0,0,TC1
SHORUNW,MIZUNO,ENIGMA 2,B,7,28863,2,269.98,0,0,0,AAW
SHORUNW,MIZUNO,ENIGMA 2,B,7.5,28864,1,134.99,1,107.99,38.74,AA
SHORUNW,MIZUNO,ENIGMA 2,B,7.5,28864,-1,-134.99,2,269.98,50.99,NOV
SHORUNW,MIZUNO,ENIGMA 2,B,7.5,28864,1,134.99,0,0,0,NVL
SHORUNW,MIZUNO,ENIGMA 2,B,7.5,28864,2,269.98,0,0,0,WB
SHORUNW,MIZUNO,ENIGMA 2,B,7.5,28864,1,134.99,0,0,0,TC2
SHORUNW,MIZUNO,ENIGMA 2,B,7.5,28864,2,269.98,0,0,0,TC1
SHORUNW,MIZUNO,ENIGMA 2,B,7.5,28864,0,0,1,134.99,50.99,AAW
SHORUNW,MIZUNO,ENIGMA 2,B,8,28865,2,269.98,0,0,0,AA
SHORUNW,MIZUNO,ENIGMA 2,B,8,28865,0,0,1,121.49,45.84,NVL
SHORUNW,MIZUNO,ENIGMA 2,B,8,28865,1,134.99,1,134.99,51.26,AAW
SHORUNW,MIZUNO,ENIGMA 2,B,8.5,28866,1,134.99,0,0,0,AA
SHORUNW,MIZUNO,ENIGMA 2,B,8.5,28866,0,0,1,134.99,51.26,NOV
SHORUNW,MIZUNO,ENIGMA 2,B,8.5,28866,0,0,2,269.98,51.26,NVL
SHORUNW,MIZUNO,ENIGMA 2,B,8.5,28866,1,134.99,0,0,0,WB
SHORUNW,MIZUNO,ENIGMA 2,B,8.5,28866,1,134.99,0,0,0,TC2
SHORUNW,MIZUNO,ENIGMA 2,B,8.5,28866,1,134.99,0,0,0,TC1
SHORUNW,MIZUNO,ENIGMA 2,B,8.5,28866,1,134.99,1,121.49,45.84,AAW
SHORUNW,MIZUNO,ENIGMA 2,B,9,28867,0,0,1,134.99,51.14,AA
SHORUNW,MIZUNO,ENIGMA 2,B,9,28867,2,269.98,0,0,0,NOV
SHORUNW,MIZUNO,ENIGMA 2,B,9,28867,2,269.98,0,0,0,NVL
SHORUNW,MIZUNO,ENIGMA 2,B,9,28867,2,269.98,0,0,0,WB
SHORUNW,MIZUNO,ENIGMA 2,B,9,28867,0,0,1,134.99,51.14,TC2
SHORUNW,MIZUNO,ENIGMA 2,B,9,28867,1,134.99,0,0,0,TC1
SHORUNW,MIZUNO,ENIGMA 2,B,9,28867,2,269.98,0,0,0,AAW
SHORUNW,MIZUNO,ENIGMA 2,B,9.5,28868,1,134.99,0,0,0,AA
SHORUNW,MIZUNO,ENIGMA 2,B,9.5,28868,1,134.99,0,0,0,NOV
SHORUNW,MIZUNO,ENIGMA 2,B,9.5,28868,1,134.99,-2,-256.48,48.66,NVL
SHORUNW,MIZUNO,ENIGMA 2,B,9.5,28868,1,134.99,0,0,0,WB
SHORUNW,MIZUNO,ENIGMA 2,B,9.5,28868,1,134.99,0,0,0,TC2
SHORUNW,MIZUNO,ENIGMA 2,B,9.5,28868,1,134.99,0,0,0,TC1
SHORUNW,MIZUNO,ENIGMA 2,B,9.5,28868,1,134.99,1,119.99,45.13,AAW
SHORUNW,MIZUNO,ENIGMA 2,B,10,28869,2,269.98,0,0,0,AA
