DCS,VC,Desc1,Attr,Size,Item#,Last Sold,OHQty,OHExtP$,SoldQty,SoldExtP$,SoldM%,Str
APPSHOM,MIZUNO,SHORT RIDER,9190,M,430,,3,134.97,0,0,0,AAW
APPTIGM,SAUCON,TIGHT OMNI LX II,MED,M,449,12/2/2012,1,64.99,0,0,0,TC1
APPTIGM,SAUCON,TIGHT OMNI LX II,MED,XL,451,11/3/2012,0,0,3,101.99,15.87,AAW
GIF,RUNFIT,GIFT CERTIFICATE,,,452,5/16/2013,0,0,-8,-566.77,100,AA
GIF,RUNFIT,GIFT CERTIFICATE,,,452,5/16/2013,0,0,-20,"-1,127.48",100,NOV
GIF,RUNFIT,GIFT CERTIFICATE,,,452,5/16/2013,0,0,-24,"-1,220.54",100,NVL
GIF,RUNFIT,GIFT CERTIFICATE,,,452,5/16/2013,0,0,-16,-983.68,100,WB
GIF,RUNFIT,GIFT CERTIFICATE,,,452,5/16/2013,0,0,0,-25,100,TC2
GIF,RUNFIT,GIFT CERTIFICATE,,,452,5/16/2013,0,0,7,-180,100,TC1
GIF,RUNFIT,GIFT CERTIFICATE,,,452,5/16/2013,0,0,-9,-796.14,100,AAW
SHO,RUNFIT,DEFECTIVE ITEM SHOE,,,453,5/14/2013,0,0,-11,"-1,058.89",100,AA
SHO,RUNFIT,DEFECTIVE ITEM SHOE,,,453,5/14/2013,0,0,-23,"-2,543.77",100,NOV
SHO,RUNFIT,DEFECTIVE ITEM SHOE,,,453,5/14/2013,0,0,-31,"-3,269.69",100,NVL
SHO,RUNFIT,DEFECTIVE ITEM SHOE,,,453,5/14/2013,0,0,-8,-854.03,100,WB
SHO,RUNFIT,DEFECTIVE ITEM SHOE,,,453,5/14/2013,0,0,-3,-329.97,100,TC2
SHO,RUNFIT,DEFECTIVE ITEM SHOE,,,453,5/14/2013,0,0,-9,-962.91,100,TC1
SHO,RUNFIT,DEFECTIVE ITEM SHOE,,,453,5/14/2013,0,0,-21,"-2,303.29",100,AAW
APPTIGM,SAUCON,TIGHT OMNI LX II,LONG,XL,458,10/23/2012,0,0,1,32.49,11.97,AAW
MISMED,POWERS,PINNACLE MAXX,RED,B,463,5/3/2013,3,134.97,2,80.98,60.81,AA
MISMED,POWERS,PINNACLE MAXX,RED,B,463,5/3/2013,2,89.98,0,0,0,NOV
MISMED,POWERS,PINNACLE MAXX,RED,B,463,5/3/2013,5,224.95,0,0,0,NVL
MISMED,POWERS,PINNACLE MAXX,RED,B,463,5/3/2013,3,134.97,1,40.49,60.81,WB
MISMED,POWERS,PINNACLE MAXX,RED,B,463,5/3/2013,2,89.98,0,0,0,TC2
MISMED,POWERS,PINNACLE MAXX,RED,B,463,5/3/2013,1,44.99,0,0,0,TC1
MISMED,POWERS,PINNACLE MAXX,RED,B,463,5/3/2013,3,134.97,1,0,0,AAW
SHOSPE,SAUCON,SPITFIRE 2,D,13,465,3/29/2013,-1,-64.99,0,0,0,NOV
SHOSPE,SAUCON,SPITFIRE 2,D,13,465,3/29/2013,1,64.99,0,0,0,WB
SHOSPE,SAUCON,SPITFIRE 2,B,7,466,4/10/2013,-1,-64.99,0,0,0,NOV
SHOSPE,SAUCON,SPITFIRE 2,B,7.5,467,4/22/2013,-1,-64.99,0,0,0,NOV
SHOSPE,SAUCON,SPITFIRE 2,B,7.5,467,4/22/2013,1,64.99,0,0,0,WB
APPTIGW,TRI2XU,TIGHT ELITE COMPRSN,MED,S,471,8/25/2012,0,0,1,139.99,50,NOV
SHOSPE,SAUCON,SPITFIRE 2,B,8,480,4/15/2013,-1,-64.99,0,0,0,NOV
SHOSPE,SAUCON,SPITFIRE 2,B,8,480,4/15/2013,1,64.99,0,0,0,WB
SHOSPE,SAUCON,SPITFIRE 2,B,8.5,481,5/4/2013,-1,-64.99,0,0,0,NOV
SHOSPE,SAUCON,SPITFIRE 2,B,9,482,4/13/2013,-1,-64.99,0,0,0,NOV
APPSHIW,BROOKS,TOP VRST EZ SS V NK,531,S,484,5/18/2013,1,33.99,0,0,0,AA
APPSHIW,BROOKS,TOP VRST EZ SS V NK,531,S,484,5/18/2013,1,33.99,0,0,0,NOV
APPSHIW,BROOKS,TOP VRST EZ SS V NK,531,S,484,5/18/2013,2,67.98,0,0,0,NVL
APPSHIW,BROOKS,TOP VRST EZ SS V NK,531,S,484,5/18/2013,2,67.98,0,0,0,WB
APPSHIW,BROOKS,TOP VRST EZ SS V NK,531,S,484,5/18/2013,1,33.99,0,0,0,TC2
APPSHIW,BROOKS,TOP VRST EZ SS V NK,531,S,484,5/18/2013,2,67.98,0,0,0,TC1
APPSHIW,BROOKS,TOP VRST EZ SS V NK,531,M,485,5/11/2013,2,67.98,0,0,0,AA
APPSHIW,BROOKS,TOP VRST EZ SS V NK,531,M,485,5/11/2013,2,67.98,0,0,0,NOV
APPSHIW,BROOKS,TOP VRST EZ SS V NK,531,M,485,5/11/2013,1,33.99,0,0,0,NVL
APPSHIW,BROOKS,TOP VRST EZ SS V NK,531,M,485,5/11/2013,3,101.97,0,0,0,WB
APPSHIW,BROOKS,TOP VRST EZ SS V NK,531,M,485,5/11/2013,1,33.99,0,0,0,TC1
APPSHIW,BROOKS,TOP VRST EZ SS V NK,531,M,485,5/11/2013,2,67.98,0,0,0,AAW
APPSHIW,BROOKS,TOP VRST EZ SS V NK,531,L,486,4/11/2013,2,67.98,0,0,0,AA
APPSHIW,BROOKS,TOP VRST EZ SS V NK,531,L,486,4/11/2013,2,67.98,0,0,0,NVL
APPSHIW,BROOKS,TOP VRST EZ SS V NK,531,L,486,4/11/2013,1,33.99,0,0,0,WB
APPSHIW,BROOKS,TOP VRST EZ SS V NK,531,L,486,4/11/2013,1,33.99,0,0,0,TC2
APPSHIW,BROOKS,TOP VRST EZ SS V NK,531,L,486,4/11/2013,1,33.99,0,0,0,TC1
APPSHIW,BROOKS,TOP VRST EZ SS V NK,531,L,486,4/11/2013,1,33.99,0,0,0,AAW
APPSHIW,BROOKS,TOP VRST EZ SS V NK,531,XL,487,4/20/2013,1,33.99,0,0,0,AA
APPSHOW,BROOKS,"SHORT PACER 5"" II",941,S,488,4/18/2013,1,37.99,0,0,0,WB
APPSHOW,BROOKS,"SHORT PACER 5"" II",941,S,488,4/18/2013,1,37.99,0,0,0,AAW
APPSHOW,BROOKS,"SHORT PACER 5"" II",941,M,489,5/4/2013,2,75.98,0,0,0,AA
APPSHOW,BROOKS,"SHORT PACER 5"" II",941,M,489,5/4/2013,1,37.99,0,0,0,NOV
APPSHOW,BROOKS,"SHORT PACER 5"" II",941,M,489,5/4/2013,1,37.99,0,0,0,NVL
APPSHOW,BROOKS,"SHORT PACER 5"" II",941,M,489,5/4/2013,1,37.99,0,0,0,AAW
APPSHOW,BROOKS,"SHORT PACER 5"" II",941,L,490,5/15/2013,1,37.99,0,0,0,AA
APPSHOW,BROOKS,"SHORT PACER 5"" II",941,L,490,5/15/2013,2,75.98,0,0,0,NOV
APPSHOW,BROOKS,"SHORT PACER 5"" II",941,L,490,5/15/2013,2,75.98,0,0,0,NVL
APPSHOW,BROOKS,"SHORT PACER 5"" II",941,L,490,5/15/2013,2,75.98,0,0,0,WB
APPSHOW,BROOKS,"SHORT PACER 5"" II",941,L,490,5/15/2013,1,37.99,0,0,0,AAW
APPSHOW,BROOKS,"SHORT PACER 5"" II",941,XL,491,,1,37.99,0,0,0,AA
APPSHOW,BROOKS,"SHORT PACER 5"" II",941,XL,491,,1,37.99,0,0,0,NVL
APPSHOW,BROOKS,"SHORT PACER 5"" II",941,XL,491,,1,37.99,0,0,0,AAW
MISELE,PRINCE,LAMP BYTE,BK,ONE,492,4/25/2013,4,95.96,1,23.99,82.45,AA
MISELE,PRINCE,LAMP BYTE,BK,ONE,492,4/25/2013,3,71.97,2,43.18,67.62,NOV
MISELE,PRINCE,LAMP BYTE,BK,ONE,492,4/25/2013,1,23.99,0,0,0,NVL
MISELE,PRINCE,LAMP BYTE,BK,ONE,492,4/25/2013,1,23.99,1,23.99,59.27,WB
MISELE,PRINCE,LAMP BYTE,BK,ONE,492,4/25/2013,0,0,1,23.99,82.45,TC2
MISELE,PRINCE,LAMP BYTE,BK,ONE,492,4/25/2013,4,95.96,0,0,0,TC1
MISELE,PRINCE,LAMP BYTE,BK,ONE,492,4/25/2013,4,95.96,1,23.99,59.27,AAW
APPSHIM,SAUCON,TOP LS RACE DAY TEE,SCNYRED,S,495,7/31/2012,0,0,1,13.99,100,AAW
APPSOCW,BROOKS,SOCK DOUBLE TAB 3PK,3833,S,500,5/16/2013,0,0,12,166.38,56.73,AA
APPSOCW,BROOKS,SOCK DOUBLE TAB 3PK,3833,S,500,5/16/2013,0,0,23,190.47,27.55,NOV
APPSOCW,BROOKS,SOCK DOUBLE TAB 3PK,3833,S,500,5/16/2013,0,0,13,158.49,50.79,NVL
APPSOCW,BROOKS,SOCK DOUBLE TAB 3PK,3833,S,500,5/16/2013,0,0,8,109.42,56.13,WB
APPSOCW,BROOKS,SOCK DOUBLE TAB 3PK,3161,S,500,5/16/2013,4,59.96,0,0,0,TC2
APPSOCW,BROOKS,SOCK DOUBLE TAB 3PK,3833,S,500,5/16/2013,0,0,5,71.95,58.3,TC2
APPSOCW,BROOKS,SOCK DOUBLE TAB 3PK,3161,S,500,5/16/2013,7,104.93,0,0,0,TC1
APPSOCW,BROOKS,SOCK DOUBLE TAB 3PK,3833,S,500,5/16/2013,0,0,5,72.7,58.73,TC1
APPSOCW,BROOKS,SOCK DOUBLE TAB 3PK,3833,S,500,5/16/2013,0,0,11,152.14,56.62,AAW
APPSOCW,BROOKS,SOCK DOUBLE TAB 3PK,3833,M,501,5/18/2013,0,0,13,188.87,60.17,AA
APPSOCW,BROOKS,SOCK DOUBLE TAB 3PK,3833,M,501,5/18/2013,0,0,9,125.91,58.54,NVL
APPSOCW,BROOKS,SOCK DOUBLE TAB 3PK,3833,M,501,5/18/2013,0,0,24,336.51,58.63,WB
APPSOCW,BROOKS,SOCK DOUBLE TAB 3PK,3161,M,501,5/18/2013,28,419.72,0,0,0,TC2
APPSOCW,BROOKS,SOCK DOUBLE TAB 3PK,3833,M,501,5/18/2013,0,0,30,442.2,60.65,TC2
APPSOCW,BROOKS,SOCK DOUBLE TAB 3PK,3161,M,501,5/18/2013,27,404.73,0,0,0,TC1
APPSOCW,BROOKS,SOCK DOUBLE TAB 3PK,3833,M,501,5/18/2013,0,0,21,311.79,60.94,TC1
APPSOCW,BROOKS,SOCK DOUBLE TAB 3PK,3833,M,501,5/18/2013,0,0,16,227.09,59.16,AAW
APPSOCM,BROOKS,SOCK DOUBLE TAB 3PK,3817,L,502,5/15/2013,0,0,37,514.15,61.71,WB
APPSOCM,BROOKS,SOCK DOUBLE TAB 3PK,3817,L,502,5/15/2013,20,299.8,14,202.36,63.44,TC2
APPSOCM,BROOKS,SOCK DOUBLE TAB 3PK,3817,L,502,5/15/2013,27,404.73,17,241.33,62.75,TC1
APPSOCM,BROOKS,SOCK DOUBLE TAB 3PK,3817,L,502,5/15/2013,0,0,4,58.46,63.87,AAW
APPSOCM,BROOKS,SOCK DOUBLE TAB 3PK,3817,XL,503,5/6/2013,15,224.85,13,178.37,56.27,AA
APPSOCM,BROOKS,SOCK DOUBLE TAB 3PK,3817,XL,503,5/6/2013,0,0,28,210,20,NOV
APPSOCM,BROOKS,SOCK DOUBLE TAB 3PK,3817,XL,503,5/6/2013,32,479.68,6,86.94,58.59,NVL
APPSOCM,BROOKS,SOCK DOUBLE TAB 3PK,3817,XL,503,5/6/2013,1,14.99,15,217.35,58.59,WB
APPSOCM,BROOKS,SOCK DOUBLE TAB 3PK,3817,XL,503,5/6/2013,5,74.95,0,0,0,TC2
APPSOCM,BROOKS,SOCK DOUBLE TAB 3PK,WHT,XL,503,5/6/2013,0,0,1,12.74,52.9,TC2
APPSOCM,BROOKS,SOCK DOUBLE TAB 3PK,3817,XL,503,5/6/2013,8,119.92,4,59.96,59.97,TC1
APPSOCM,BROOKS,SOCK DOUBLE TAB 3PK,3817,XL,503,5/6/2013,106,"1,588.94",12,173.88,58.59,AAW
APPSOCM,BROOKS,SOCK DOUBLE TAB 3PK,3817,M,505,6/3/2012,0,0,1,7.5,20,NOV
APPSOCM,BROOKS,SOCK DOUBLE TAB 3PK,3817,M,505,6/3/2012,4,59.96,0,0,0,TC2
APPSOCM,BROOKS,SOCK DOUBLE TAB 3PK,3817,M,505,6/3/2012,8,119.92,0,0,0,TC1
SHORUNM,ADIDAS,SUPERNOVA GLIDE 3,D,8.5,512,9/20/2012,0,0,1,38.51,-43.68,AA
SHORUNM,ADIDAS,SUPERNOVA GLIDE 3,D,9.5,514,5/6/2013,0,0,2,119.98,9.02,AA
SHORUNM,ADIDAS,SUPERNOVA GLIDE 3,D,11,517,7/20/2012,0,0,1,59.99,9.23,AA
SHORUNM,ADIDAS,SUPERNOVA GLIDE 3,D,11,517,7/20/2012,1,109.99,0,0,0,TC1
SHORUNM,ADIDAS,SUPERNOVA GLIDE 3,D,11.5,518,6/29/2012,0,0,1,109.99,50.25,NVL
SHORUNM,ADIDAS,SUPERNOVA GLIDE 3,D,14,522,6/16/2012,0,0,1,87.99,34.67,WB
SHOSPE,SAUCON,SPITFIRE 2,B,9.5,529,4/28/2013,-1,-64.99,0,0,0,NOV
MISACCACC,NATHAN,PHONE POCKET,G,ONE,530,2/18/2013,12,239.88,0,0,0,AA
MISACCACC,NATHAN,PHONE POCKET,G,ONE,530,2/18/2013,9,179.91,2,39.98,52.58,NOV
MISACCACC,NATHAN,PHONE POCKET,G,ONE,530,2/18/2013,9,179.91,1,19.99,54.98,NVL
MISACCACC,NATHAN,PHONE POCKET,G,ONE,530,2/18/2013,9,179.91,1,17.99,49.97,WB
MISACCACC,NATHAN,PHONE POCKET,G,ONE,530,2/18/2013,9,179.91,3,59.97,54.18,TC2
MISACCACC,NATHAN,PHONE POCKET,G,ONE,530,2/18/2013,11,219.89,0,0,0,TC1
MISACCACC,NATHAN,PHONE POCKET,G,ONE,530,2/18/2013,10,199.9,0,0,0,AAW
MISACCACC,POLAR,SOFT STRAP,BLK,XS-S,531,3/23/2013,2,37.98,0,0,0,AA
MISACCACC,POLAR,SOFT STRAP,BLK,XS-S,531,3/23/2013,1,18.99,0,0,0,NVL
MISACCACC,POLAR,SOFT STRAP,BLK,M-XXL,532,1/18/2013,0,0,-1,-17.09,27.68,NOV
MISACCACC,POLAR,SOFT STRAP,BLK,M-XXL,532,1/18/2013,0,0,1,17.09,27.68,NVL
SHORUNW,ASICS,NIMBUS 14,B,6,533,4/23/2013,1,139.99,0,0,0,AA
SHORUNW,ASICS,NIMBUS 14,B,6,533,4/23/2013,1,139.99,1,139.99,47.75,NVL
SHORUNW,ASICS,NIMBUS 14,B,6,533,4/23/2013,1,139.99,0,0,0,TC2
SHORUNW,ASICS,NIMBUS 14,B,6,533,4/23/2013,1,139.99,1,125.99,45,AAW
SHORUNW,ASICS,NIMBUS 14,B,6.5,534,5/13/2013,1,139.99,0,0,0,AA
SHORUNW,ASICS,NIMBUS 14,B,6.5,534,5/13/2013,1,139.99,0,0,0,NOV
SHORUNW,ASICS,NIMBUS 14,B,6.5,534,5/13/2013,1,139.99,0,0,0,NVL
SHORUNW,ASICS,NIMBUS 14,B,6.5,534,5/13/2013,0,0,3,377.97,44.83,WB
SHORUNW,ASICS,NIMBUS 14,B,6.5,534,5/13/2013,1,139.99,1,139.99,50.23,TC2
SHORUNW,ASICS,NIMBUS 14,B,6.5,534,5/13/2013,1,139.99,0,0,0,AAW
SHORUNW,ASICS,NIMBUS 14,B,7,535,5/5/2013,0,0,2,265.98,47.66,AA
SHORUNW,ASICS,NIMBUS 14,B,7,535,5/5/2013,0,0,1,113.2,38.51,NOV
SHORUNW,ASICS,NIMBUS 14,B,7,535,5/5/2013,2,279.98,3,391.97,46.64,NVL
SHORUNW,ASICS,NIMBUS 14,B,7,535,5/5/2013,2,279.98,6,797.94,47.7,WB
SHORUNW,ASICS,NIMBUS 14,B,7,535,5/5/2013,3,419.97,0,0,0,TC2
SHORUNW,ASICS,NIMBUS 14,B,7,535,5/5/2013,1,139.99,0,0,0,TC1
SHORUNW,ASICS,NIMBUS 14,B,7,535,5/5/2013,1,139.99,1,139.99,50.28,AAW
SHORUNW,ASICS,NIMBUS 14,B,7.5,538,5/6/2013,0,0,2,265.98,47.81,NOV
SHORUNW,ASICS,NIMBUS 14,B,7.5,538,5/6/2013,0,0,5,629.95,44.85,NVL
SHORUNW,ASICS,NIMBUS 14,B,7.5,538,5/6/2013,0,0,2,265.98,47.61,WB
SHORUNW,ASICS,NIMBUS 14,B,7.5,538,5/6/2013,2,279.98,2,279.98,50.2,TC2
SHORUNW,ASICS,NIMBUS 14,B,7.5,538,5/6/2013,4,559.96,1,139.99,50.2,TC1
SHORUNW,ASICS,NIMBUS 14,B,7.5,538,5/6/2013,2,279.98,2,251.98,44.67,AAW
SHORUNW,ASICS,NIMBUS 14,B,8,539,5/18/2013,3,419.97,0,0,0,AA
SHORUNW,ASICS,NIMBUS 14,B,8,539,5/18/2013,1,139.99,6,714.11,41.17,NOV
SHORUNW,ASICS,NIMBUS 14,B,8,539,5/18/2013,0,0,4,489.96,42.78,NVL
SHORUNW,ASICS,NIMBUS 14,B,8,539,5/18/2013,1,139.99,8,"1,035.92",46.09,WB
SHORUNW,ASICS,NIMBUS 14,B,8,539,5/18/2013,2,279.98,4,559.96,50.33,TC2
SHORUNW,ASICS,NIMBUS 14,B,8,539,5/18/2013,4,559.96,0,14,93.86,TC1
SHORUNW,ASICS,NIMBUS 14,B,8,539,5/18/2013,3,419.97,5,685.95,49.22,AAW
SHORUNW,ASICS,NIMBUS 14,B,8.5,540,5/4/2013,0,0,2,279.98,50.24,AA
SHORUNW,ASICS,NIMBUS 14,B,8.5,540,5/4/2013,0,0,3,391.97,46.55,NOV
SHORUNW,ASICS,NIMBUS 14,B,8.5,540,5/4/2013,0,0,4,517.96,46.14,NVL
SHORUNW,ASICS,NIMBUS 14,B,8.5,540,5/4/2013,1,139.99,10,"1,343.90",48.22,WB
SHORUNW,ASICS,NIMBUS 14,B,8.5,540,5/4/2013,2,279.98,2,279.98,50.1,TC2
SHORUNW,ASICS,NIMBUS 14,B,8.5,540,5/4/2013,4,559.96,3,419.97,50.18,TC1
SHORUNW,ASICS,NIMBUS 14,B,8.5,540,5/4/2013,0,0,7,937.93,47.97,AAW
SHORUNW,ASICS,NIMBUS 14,B,9,541,5/11/2013,5,699.95,2,265.98,47.47,AA
SHORUNW,ASICS,NIMBUS 14,B,9,541,5/11/2013,0,0,3,377.97,44.64,NOV
SHORUNW,ASICS,NIMBUS 14,B,9,541,5/11/2013,1,139.99,7,867.93,43.61,NVL
SHORUNW,ASICS,NIMBUS 14,B,9,541,5/11/2013,2,279.98,10,"1,273.90",45.13,WB
SHORUNW,ASICS,NIMBUS 14,B,9,541,5/11/2013,0,0,4,503.96,44.32,TC2
SHORUNW,ASICS,NIMBUS 14,B,9,541,5/11/2013,7,979.93,3,419.97,49.88,TC1
SHORUNW,ASICS,NIMBUS 14,B,9,541,5/11/2013,5,699.95,3,391.97,46.61,AAW
SHORUNW,ASICS,NIMBUS 14,B,9.5,542,5/18/2013,0,0,3,377.97,44.35,NOV
SHORUNW,ASICS,NIMBUS 14,B,9.5,542,5/18/2013,0,0,2,251.98,43.57,NVL
SHORUNW,ASICS,NIMBUS 14,B,9.5,542,5/18/2013,0,0,8,"1,035.92",45.89,WB
SHORUNW,ASICS,NIMBUS 14,B,9.5,542,5/18/2013,-1,-139.99,4,531.96,46.92,TC2
SHORUNW,ASICS,NIMBUS 14,B,9.5,542,5/18/2013,7,979.93,3,391.97,46.17,TC1
SHORUNW,ASICS,NIMBUS 14,B,9.5,542,5/18/2013,2,279.98,2,251.98,44.57,AAW
SHOSPE,SAUCON,SPITFIRE 2,B,10,558,3/6/2013,1,64.99,0,0,0,NVL
SHORUNW,ASICS,NIMBUS 14,B,10,561,5/10/2013,3,419.97,2,279.98,49.66,AA
SHORUNW,ASICS,NIMBUS 14,B,10,561,5/10/2013,1,139.99,4,531.96,47.25,NOV
SHORUNW,ASICS,NIMBUS 14,B,10,561,5/10/2013,1,139.99,5,629.95,43.99,NVL
SHORUNW,ASICS,NIMBUS 14,B,10,561,5/10/2013,0,0,2,237.98,40.51,WB
SHORUNW,ASICS,NIMBUS 14,B,10,561,5/10/2013,0,0,2,265.98,47.68,TC2
SHORUNW,ASICS,NIMBUS 14,B,10,561,5/10/2013,3,419.97,2,265.98,47.5,TC1
SHORUNW,ASICS,NIMBUS 14,B,10,561,5/10/2013,2,279.98,2,265.98,47.2,AAW
SHORUNW,ASICS,NIMBUS 14,B,10.5,562,4/19/2013,0,0,1,139.99,50.5,NOV
SHORUNW,ASICS,NIMBUS 14,B,10.5,562,4/19/2013,0,0,1,125.99,43.16,NVL
SHORUNW,ASICS,NIMBUS 14,B,10.5,562,4/19/2013,1,139.99,6,769.94,44.66,WB
SHORUNW,ASICS,NIMBUS 14,B,10.5,562,4/19/2013,0,0,1,139.99,48.85,TC2
SHORUNW,ASICS,NIMBUS 14,B,10.5,562,4/19/2013,0,0,1,125.99,43.16,AAW
SHORUNW,ASICS,NIMBUS 14,B,11,563,5/10/2013,1,139.99,0,0,0,AA
SHORUNW,ASICS,NIMBUS 14,B,11,563,5/10/2013,0,0,1,125.99,44.93,NOV
SHORUNW,ASICS,NIMBUS 14,B,11,563,5/10/2013,1,139.99,1,139.99,50.23,WB
SHORUNW,ASICS,NIMBUS 14,B,11,563,5/10/2013,0,0,1,139.99,49.95,AAW
SHORUNW,ASICS,CUMULUS 14,B,6,564,5/17/2013,1,109.99,0,0,0,AA
SHORUNW,ASICS,CUMULUS 14,B,6,564,5/17/2013,1,109.99,1,109.99,49.58,NVL
SHORUNW,ASICS,CUMULUS 14,B,6,564,5/17/2013,1,109.99,0,0,0,TC2
SHORUNW,ASICS,CUMULUS 14,B,6,564,5/17/2013,1,109.99,0,0,0,AAW
SHORUNW,ASICS,CUMULUS 14,B,6.5,565,5/13/2013,3,329.97,0,0,0,AA
SHORUNW,ASICS,CUMULUS 14,B,6.5,565,5/13/2013,2,219.98,1,98.99,43.7,NOV
SHORUNW,ASICS,CUMULUS 14,B,6.5,565,5/13/2013,3,329.97,3,318.97,48.65,NVL
SHORUNW,ASICS,CUMULUS 14,B,6.5,565,5/13/2013,2,219.98,2,197.98,44.29,WB
SHORUNW,ASICS,CUMULUS 14,B,6.5,565,5/13/2013,2,219.98,0,0,0,TC2
SHORUNW,ASICS,CUMULUS 14,B,6.5,565,5/13/2013,2,219.98,1,109.99,49.33,AAW
SHOSPE,PUMA,HARAKA XCS,D,11,572,8/26/2012,0,0,1,25,-25.84,NOV
SHOSPE,PUMA,HARAKA XCS W,B,7.5,581,8/12/2012,0,0,1,25,-25.84,NVL
SHOSPE,PUMA,HARAKA XCS W,B,7.5,581,8/12/2012,0,0,1,25,-25.84,AAW
SHORUNW,ASICS,CUMULUS 14,B,7,583,5/14/2013,3,329.97,0,0,0,AA
SHORUNW,ASICS,CUMULUS 14,B,7,583,5/14/2013,4,439.96,2,208.98,47.77,NOV
SHORUNW,ASICS,CUMULUS 14,B,7,583,5/14/2013,2,219.98,5,516.95,47.19,NVL
SHORUNW,ASICS,CUMULUS 14,B,7,583,5/14/2013,5,549.95,4,406.96,46.24,WB
SHORUNW,ASICS,CUMULUS 14,B,7,583,5/14/2013,0,0,1,109.99,50.39,TC2
SHORUNW,ASICS,CUMULUS 14,B,7,583,5/14/2013,3,329.97,0,0,0,TC1
SHORUNW,ASICS,CUMULUS 14,B,7,583,5/14/2013,3,329.97,6,626.94,47.72,AAW
SHORUNW,ASICS,CUMULUS 14,B,7.5,584,5/8/2013,2,219.98,4,401.46,47.23,AA
SHORUNW,ASICS,CUMULUS 14,B,7.5,584,5/8/2013,3,329.97,3,307.97,53.12,NOV
SHORUNW,ASICS,CUMULUS 14,B,7.5,584,5/8/2013,1,109.99,7,692.93,46.8,NVL
SHORUNW,ASICS,CUMULUS 14,B,7.5,584,5/8/2013,3,329.97,6,621.44,48.34,WB
SHORUNW,ASICS,CUMULUS 14,B,7.5,584,5/8/2013,3,329.97,3,318.97,48.59,TC2
SHORUNW,ASICS,CUMULUS 14,B,7.5,584,5/8/2013,2,219.98,4,406.96,48.04,TC1
SHORUNW,ASICS,CUMULUS 14,B,7.5,584,5/8/2013,3,329.97,4,417.96,47.59,AAW
SHORUNW,ASICS,CUMULUS 14,B,8,585,5/4/2013,6,659.94,2,197.98,50.42,AA
SHORUNW,ASICS,CUMULUS 14,B,8,585,5/4/2013,4,439.96,6,615.94,53.96,NOV
SHORUNW,ASICS,CUMULUS 14,B,8,585,5/4/2013,4,439.96,10,"1,011.90",49.32,NVL
SHORUNW,ASICS,CUMULUS 14,B,8,585,5/4/2013,4,439.96,7,714.93,49.57,WB
SHORUNW,ASICS,CUMULUS 14,B,8,585,5/4/2013,11,"1,209.89",1,109.99,60.15,TC2
SHORUNW,ASICS,CUMULUS 14,B,8,585,5/4/2013,4,439.96,4,439.96,50.21,TC1
SHORUNW,ASICS,CUMULUS 14,B,8,585,5/4/2013,6,659.94,5,549.95,56.21,AAW
SHORUNW,ASICS,CUMULUS 14,B,8.5,586,5/17/2013,0,0,4,406.96,45.99,AA
SHORUNW,ASICS,CUMULUS 14,B,8.5,586,5/17/2013,0,0,4,428.96,60.09,NOV
SHORUNW,ASICS,CUMULUS 14,B,8.5,586,5/17/2013,-1,-109.99,12,"1,209.88",55.4,NVL
SHORUNW,ASICS,CUMULUS 14,B,8.5,586,5/17/2013,0,0,5,505.95,45.7,WB
SHORUNW,ASICS,CUMULUS 14,B,8.5,586,5/17/2013,6,659.94,7,747.93,58.04,TC2
SHORUNW,ASICS,CUMULUS 14,B,8.5,586,5/17/2013,0,0,2,197.98,62.99,TC1
SHORUNW,ASICS,CUMULUS 14,B,8.5,586,5/17/2013,0,0,4,428.96,48.76,AAW
SHORUNW,ASICS,CUMULUS 14,B,9,587,5/14/2013,2,219.98,1,87.99,57.53,AA
SHORUNW,ASICS,CUMULUS 14,B,9,587,5/14/2013,5,549.95,4,406.96,46.02,NOV
SHORUNW,ASICS,CUMULUS 14,B,9,587,5/14/2013,5,549.95,9,934.91,48.77,NVL
SHORUNW,ASICS,CUMULUS 14,B,9,587,5/14/2013,3,329.97,5,494.95,50.88,WB
SHORUNW,ASICS,CUMULUS 14,B,9,587,5/14/2013,3,329.97,4,439.96,51.86,TC2
SHORUNW,ASICS,CUMULUS 14,B,9,587,5/14/2013,7,769.93,3,307.97,54.64,TC1
SHORUNW,ASICS,CUMULUS 14,B,9,587,5/14/2013,7,769.93,4,406.96,52.28,AAW
SHORUNW,ASICS,CUMULUS 14,B,9.5,588,5/14/2013,4,439.96,2,208.98,56,AA
SHORUNW,ASICS,CUMULUS 14,B,9.5,588,5/14/2013,2,219.98,4,417.96,59.67,NOV
SHORUNW,ASICS,CUMULUS 14,B,9.5,588,5/14/2013,0,0,6,571.94,51.4,NVL
SHORUNW,ASICS,CUMULUS 14,B,9.5,588,5/14/2013,2,219.98,6,626.94,56,WB
SHORUNW,ASICS,CUMULUS 14,B,9.5,588,5/14/2013,5,549.95,2,219.98,63.22,TC2
SHORUNW,ASICS,CUMULUS 14,B,9.5,588,5/14/2013,1,109.99,4,439.96,53.89,TC1
SHORUNW,ASICS,CUMULUS 14,B,9.5,588,5/14/2013,2,219.98,4,439.96,53.98,AAW
SHORUNW,ASICS,CUMULUS 14,B,10,589,4/25/2013,0,0,2,197.98,44.27,AA
SHORUNW,ASICS,CUMULUS 14,B,10,589,4/25/2013,1,109.99,3,296.97,54.09,NOV
